F_RING,YEAR,EXP.INC,GROUP,CS,CS_sc,brood_id,egg_index,HATCHED
DC54801,2023,Heated,EXPEXP,6,-0.9141479326644292,DC54801_2023_FK13D_51,6,1
DC55198,2023,Control,CONEXP,7,0.6811298321813386,DC55198_2023_FK15C_46,1,1
DC55198,2023,Control,CONEXP,7,0.6811298321813386,DC55198_2023_FK15C_46,2,1
DC55198,2023,Control,CONEXP,7,0.6811298321813386,DC55198_2023_FK15C_46,3,0
DC55198,2023,Control,CONEXP,7,0.6811298321813386,DC55198_2023_FK15C_46,4,0
DC55198,2023,Control,CONEXP,7,0.6811298321813386,DC55198_2023_FK15C_46,5,0
DC55198,2023,Control,CONEXP,7,0.6811298321813386,DC55198_2023_FK15C_46,6,0
DC55198,2023,Control,CONEXP,7,0.6811298321813386,DC55198_2023_FK15C_46,7,0
DD85021,2023,Control,CONCON,6,-0.9141479326644292,DD85021_2023_FK16A_49,1,1
DD85021,2023,Control,CONCON,6,-0.9141479326644292,DD85021_2023_FK16A_49,2,1
DD85021,2023,Control,CONCON,6,-0.9141479326644292,DD85021_2023_FK16A_49,3,1
DD85021,2023,Control,CONCON,6,-0.9141479326644292,DD85021_2023_FK16A_49,4,1
DD85021,2023,Control,CONCON,6,-0.9141479326644292,DD85021_2023_FK16A_49,5,0
DD85021,2023,Control,CONCON,6,-0.9141479326644292,DD85021_2023_FK16A_49,6,0
DD85045,2023,Heated,EXPCON,7,0.6811298321813386,DD85045_2023_FK16D_46,1,1
DD85045,2023,Heated,EXPCON,7,0.6811298321813386,DD85045_2023_FK16D_46,2,1
DD85045,2023,Heated,EXPCON,7,0.6811298321813386,DD85045_2023_FK16D_46,3,1
DD85045,2023,Heated,EXPCON,7,0.6811298321813386,DD85045_2023_FK16D_46,4,0
DD85045,2023,Heated,EXPCON,7,0.6811298321813386,DD85045_2023_FK16D_46,5,0
DD85045,2023,Heated,EXPCON,7,0.6811298321813386,DD85045_2023_FK16D_46,6,0
DD85045,2023,Heated,EXPCON,7,0.6811298321813386,DD85045_2023_FK16D_46,7,0
DD85044,2023,Heated,EXPCON,7,0.6811298321813386,DD85044_2023_FK17B_49,1,1
DD85044,2023,Heated,EXPCON,7,0.6811298321813386,DD85044_2023_FK17B_49,2,1
DD85044,2023,Heated,EXPCON,7,0.6811298321813386,DD85044_2023_FK17B_49,3,1
DD85044,2023,Heated,EXPCON,7,0.6811298321813386,DD85044_2023_FK17B_49,4,1
DD85044,2023,Heated,EXPCON,7,0.6811298321813386,DD85044_2023_FK17B_49,5,1
DD85044,2023,Heated,EXPCON,7,0.6811298321813386,DD85044_2023_FK17B_49,6,1
DD85044,2023,Heated,EXPCON,7,0.6811298321813386,DD85044_2023_FK17B_49,7,0
DD85031,2023,Control,CONEXP,7,0.6811298321813386,DD85031_2023_FK19A_49,1,1
DD85031,2023,Control,CONEXP,7,0.6811298321813386,DD85031_2023_FK19A_49,2,1
DD85031,2023,Control,CONEXP,7,0.6811298321813386,DD85031_2023_FK19A_49,3,1
DD85031,2023,Control,CONEXP,7,0.6811298321813386,DD85031_2023_FK19A_49,4,1
DD85031,2023,Control,CONEXP,7,0.6811298321813386,DD85031_2023_FK19A_49,5,1
DD85031,2023,Control,CONEXP,7,0.6811298321813386,DD85031_2023_FK19A_49,6,1
DD85031,2023,Control,CONEXP,7,0.6811298321813386,DD85031_2023_FK19A_49,7,0
CR04613,2023,Heated,EXPEXP,7,0.6811298321813386,CR04613_2023_FK28B_53,1,1
CR04613,2023,Heated,EXPEXP,7,0.6811298321813386,CR04613_2023_FK28B_53,2,1
CR04613,2023,Heated,EXPEXP,7,0.6811298321813386,CR04613_2023_FK28B_53,3,1
CR04613,2023,Heated,EXPEXP,7,0.6811298321813386,CR04613_2023_FK28B_53,4,1
CR04613,2023,Heated,EXPEXP,7,0.6811298321813386,CR04613_2023_FK28B_53,5,1
CR04613,2023,Heated,EXPEXP,7,0.6811298321813386,CR04613_2023_FK28B_53,6,1
CR04613,2023,Heated,EXPEXP,7,0.6811298321813386,CR04613_2023_FK28B_53,7,0
DD85043,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85043_2023_FK29B_49,1,1
DD85043,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85043_2023_FK29B_49,2,1
DD85043,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85043_2023_FK29B_49,3,1
DD85043,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85043_2023_FK29B_49,4,1
DD85043,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85043_2023_FK29B_49,5,1
DD85043,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85043_2023_FK29B_49,6,0
DD85026,2023,Heated,EXPCON,6,-0.9141479326644292,DD85026_2023_FK36A_50,1,1
DD85026,2023,Heated,EXPCON,6,-0.9141479326644292,DD85026_2023_FK36A_50,2,1
DD85026,2023,Heated,EXPCON,6,-0.9141479326644292,DD85026_2023_FK36A_50,3,1
DD85026,2023,Heated,EXPCON,6,-0.9141479326644292,DD85026_2023_FK36A_50,4,1
DD85026,2023,Heated,EXPCON,6,-0.9141479326644292,DD85026_2023_FK36A_50,5,0
DD85026,2023,Heated,EXPCON,6,-0.9141479326644292,DD85026_2023_FK36A_50,6,0
DC54911,2023,Heated,EXPEXP,8,2.2764075970271063,DC54911_2023_FK3D_49,1,1
DC54911,2023,Heated,EXPEXP,8,2.2764075970271063,DC54911_2023_FK3D_49,2,1
DC54911,2023,Heated,EXPEXP,8,2.2764075970271063,DC54911_2023_FK3D_49,3,1
DC54911,2023,Heated,EXPEXP,8,2.2764075970271063,DC54911_2023_FK3D_49,4,1
DC54911,2023,Heated,EXPEXP,8,2.2764075970271063,DC54911_2023_FK3D_49,5,1
DC54911,2023,Heated,EXPEXP,8,2.2764075970271063,DC54911_2023_FK3D_49,6,1
DC54911,2023,Heated,EXPEXP,8,2.2764075970271063,DC54911_2023_FK3D_49,7,1
DC54911,2023,Heated,EXPEXP,8,2.2764075970271063,DC54911_2023_FK3D_49,8,0
DD85014,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85014_2023_FK5A_47,1,1
DD85014,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85014_2023_FK5A_47,2,1
DD85014,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85014_2023_FK5A_47,3,1
DD85014,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85014_2023_FK5A_47,4,1
DD85014,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85014_2023_FK5A_47,5,1
DD85014,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85014_2023_FK5A_47,6,1
DD85027,2023,Control,CONEXP,6,-0.9141479326644292,DD85027_2023_FKN12_50,1,1
DD85027,2023,Control,CONEXP,6,-0.9141479326644292,DD85027_2023_FKN12_50,2,1
DD85027,2023,Control,CONEXP,6,-0.9141479326644292,DD85027_2023_FKN12_50,3,1
DD85027,2023,Control,CONEXP,6,-0.9141479326644292,DD85027_2023_FKN12_50,4,1
DD85027,2023,Control,CONEXP,6,-0.9141479326644292,DD85027_2023_FKN12_50,5,1
DD85027,2023,Control,CONEXP,6,-0.9141479326644292,DD85027_2023_FKN12_50,6,0
DD85235,2023,Heated,EXPEXP,7,0.6811298321813386,DD85235_2023_FKN2A_48,1,1
DD85235,2023,Heated,EXPEXP,7,0.6811298321813386,DD85235_2023_FKN2A_48,2,1
DD85235,2023,Heated,EXPEXP,7,0.6811298321813386,DD85235_2023_FKN2A_48,3,1
DD85235,2023,Heated,EXPEXP,7,0.6811298321813386,DD85235_2023_FKN2A_48,4,1
DD85235,2023,Heated,EXPEXP,7,0.6811298321813386,DD85235_2023_FKN2A_48,5,1
DD85235,2023,Heated,EXPEXP,7,0.6811298321813386,DD85235_2023_FKN2A_48,6,1
DD85235,2023,Heated,EXPEXP,7,0.6811298321813386,DD85235_2023_FKN2A_48,7,1
DC54212,2023,Heated,EXPCON,7,0.6811298321813386,DC54212_2023_FO10B_48,1,1
DC54212,2023,Heated,EXPCON,7,0.6811298321813386,DC54212_2023_FO10B_48,2,1
DC54212,2023,Heated,EXPCON,7,0.6811298321813386,DC54212_2023_FO10B_48,3,1
DC54212,2023,Heated,EXPCON,7,0.6811298321813386,DC54212_2023_FO10B_48,4,1
DC54212,2023,Heated,EXPCON,7,0.6811298321813386,DC54212_2023_FO10B_48,5,1
DC54212,2023,Heated,EXPCON,7,0.6811298321813386,DC54212_2023_FO10B_48,6,1
DC54212,2023,Heated,EXPCON,7,0.6811298321813386,DC54212_2023_FO10B_48,7,0
CV41781,2023,Heated,EXPCON,7,0.6811298321813386,CV41781_2023_FO12A_49,1,1
CV41781,2023,Heated,EXPCON,7,0.6811298321813386,CV41781_2023_FO12A_49,2,1
CV41781,2023,Heated,EXPCON,7,0.6811298321813386,CV41781_2023_FO12A_49,3,1
CV41781,2023,Heated,EXPCON,7,0.6811298321813386,CV41781_2023_FO12A_49,4,1
CV41781,2023,Heated,EXPCON,7,0.6811298321813386,CV41781_2023_FO12A_49,5,1
CV41781,2023,Heated,EXPCON,7,0.6811298321813386,CV41781_2023_FO12A_49,6,1
CV41781,2023,Heated,EXPCON,7,0.6811298321813386,CV41781_2023_FO12A_49,7,1
DC56549,2023,Control,CONEXP,7,0.6811298321813386,DC56549_2023_FO12B_47,1,1
DC56549,2023,Control,CONEXP,7,0.6811298321813386,DC56549_2023_FO12B_47,2,1
DC56549,2023,Control,CONEXP,7,0.6811298321813386,DC56549_2023_FO12B_47,3,1
DC56549,2023,Control,CONEXP,7,0.6811298321813386,DC56549_2023_FO12B_47,4,1
DC56549,2023,Control,CONEXP,7,0.6811298321813386,DC56549_2023_FO12B_47,5,1
DC56549,2023,Control,CONEXP,7,0.6811298321813386,DC56549_2023_FO12B_47,6,1
DC56549,2023,Control,CONEXP,7,0.6811298321813386,DC56549_2023_FO12B_47,7,1
DA78138,2023,Heated,EXPCON,7,0.6811298321813386,DA78138_2023_FO13A_45,1,1
DA78138,2023,Heated,EXPCON,7,0.6811298321813386,DA78138_2023_FO13A_45,2,1
DA78138,2023,Heated,EXPCON,7,0.6811298321813386,DA78138_2023_FO13A_45,3,1
DA78138,2023,Heated,EXPCON,7,0.6811298321813386,DA78138_2023_FO13A_45,4,1
DA78138,2023,Heated,EXPCON,7,0.6811298321813386,DA78138_2023_FO13A_45,5,1
DA78138,2023,Heated,EXPCON,7,0.6811298321813386,DA78138_2023_FO13A_45,6,1
DA78138,2023,Heated,EXPCON,7,0.6811298321813386,DA78138_2023_FO13A_45,7,1
DD83102,2023,Heated,EXPCON,7,0.6811298321813386,DD83102_2023_FO13D_46,1,1
DD83102,2023,Heated,EXPCON,7,0.6811298321813386,DD83102_2023_FO13D_46,2,1
DD83102,2023,Heated,EXPCON,7,0.6811298321813386,DD83102_2023_FO13D_46,3,1
DD83102,2023,Heated,EXPCON,7,0.6811298321813386,DD83102_2023_FO13D_46,4,1
DD83102,2023,Heated,EXPCON,7,0.6811298321813386,DD83102_2023_FO13D_46,5,1
DD83102,2023,Heated,EXPCON,7,0.6811298321813386,DD83102_2023_FO13D_46,6,1
DD83102,2023,Heated,EXPCON,7,0.6811298321813386,DD83102_2023_FO13D_46,7,0
CR04937,2023,Heated,EXPCON,7,0.6811298321813386,CR04937_2023_FO14B_47,1,1
CR04937,2023,Heated,EXPCON,7,0.6811298321813386,CR04937_2023_FO14B_47,2,1
CR04937,2023,Heated,EXPCON,7,0.6811298321813386,CR04937_2023_FO14B_47,3,0
CR04937,2023,Heated,EXPCON,7,0.6811298321813386,CR04937_2023_FO14B_47,4,0
CR04937,2023,Heated,EXPCON,7,0.6811298321813386,CR04937_2023_FO14B_47,5,0
CR04937,2023,Heated,EXPCON,7,0.6811298321813386,CR04937_2023_FO14B_47,6,0
CR04937,2023,Heated,EXPCON,7,0.6811298321813386,CR04937_2023_FO14B_47,7,0
DD85033,2023,Control,CONEXP,6,-0.9141479326644292,DD85033_2023_FO14D_54,1,1
DD85033,2023,Control,CONEXP,6,-0.9141479326644292,DD85033_2023_FO14D_54,2,1
DD85033,2023,Control,CONEXP,6,-0.9141479326644292,DD85033_2023_FO14D_54,3,1
DD85033,2023,Control,CONEXP,6,-0.9141479326644292,DD85033_2023_FO14D_54,4,1
DD85033,2023,Control,CONEXP,6,-0.9141479326644292,DD85033_2023_FO14D_54,5,1
DD85033,2023,Control,CONEXP,6,-0.9141479326644292,DD85033_2023_FO14D_54,6,0
DC57608,2023,Heated,EXPEXP,7,0.6811298321813386,DC57608_2023_FO16A_47,1,1
DC57608,2023,Heated,EXPEXP,7,0.6811298321813386,DC57608_2023_FO16A_47,2,1
DC57608,2023,Heated,EXPEXP,7,0.6811298321813386,DC57608_2023_FO16A_47,3,0
DC57608,2023,Heated,EXPEXP,7,0.6811298321813386,DC57608_2023_FO16A_47,4,0
DC57608,2023,Heated,EXPEXP,7,0.6811298321813386,DC57608_2023_FO16A_47,5,0
DC57608,2023,Heated,EXPEXP,7,0.6811298321813386,DC57608_2023_FO16A_47,6,0
DC57608,2023,Heated,EXPEXP,7,0.6811298321813386,DC57608_2023_FO16A_47,7,0
DA78174,2023,Control,CONCON,7,0.6811298321813386,DA78174_2023_FO20C_47,1,1
DA78174,2023,Control,CONCON,7,0.6811298321813386,DA78174_2023_FO20C_47,2,1
DA78174,2023,Control,CONCON,7,0.6811298321813386,DA78174_2023_FO20C_47,3,1
DA78174,2023,Control,CONCON,7,0.6811298321813386,DA78174_2023_FO20C_47,4,1
DA78174,2023,Control,CONCON,7,0.6811298321813386,DA78174_2023_FO20C_47,5,1
DA78174,2023,Control,CONCON,7,0.6811298321813386,DA78174_2023_FO20C_47,6,0
DA78174,2023,Control,CONCON,7,0.6811298321813386,DA78174_2023_FO20C_47,7,0
DD83480,2023,Control,CONEXP,7,0.6811298321813386,DD83480_2023_FO39A_49,1,1
DD83480,2023,Control,CONEXP,7,0.6811298321813386,DD83480_2023_FO39A_49,2,1
DD83480,2023,Control,CONEXP,7,0.6811298321813386,DD83480_2023_FO39A_49,3,1
DD83480,2023,Control,CONEXP,7,0.6811298321813386,DD83480_2023_FO39A_49,4,1
DD83480,2023,Control,CONEXP,7,0.6811298321813386,DD83480_2023_FO39A_49,5,1
DD83480,2023,Control,CONEXP,7,0.6811298321813386,DD83480_2023_FO39A_49,6,1
DD83480,2023,Control,CONEXP,7,0.6811298321813386,DD83480_2023_FO39A_49,7,0
CR03297,2023,Control,CONCON,6,-0.9141479326644292,CR03297_2023_FO72A_47,1,1
CR03297,2023,Control,CONCON,6,-0.9141479326644292,CR03297_2023_FO72A_47,2,1
CR03297,2023,Control,CONCON,6,-0.9141479326644292,CR03297_2023_FO72A_47,3,1
CR03297,2023,Control,CONCON,6,-0.9141479326644292,CR03297_2023_FO72A_47,4,1
CR03297,2023,Control,CONCON,6,-0.9141479326644292,CR03297_2023_FO72A_47,5,1
CR03297,2023,Control,CONCON,6,-0.9141479326644292,CR03297_2023_FO72A_47,6,1
DC57611,2023,Control,CONCON,6,-0.9141479326644292,DC57611_2023_FO75A_48,1,1
DC57611,2023,Control,CONCON,6,-0.9141479326644292,DC57611_2023_FO75A_48,2,1
DC57611,2023,Control,CONCON,6,-0.9141479326644292,DC57611_2023_FO75A_48,3,1
DC57611,2023,Control,CONCON,6,-0.9141479326644292,DC57611_2023_FO75A_48,4,1
DC57611,2023,Control,CONCON,6,-0.9141479326644292,DC57611_2023_FO75A_48,5,0
DC57611,2023,Control,CONCON,6,-0.9141479326644292,DC57611_2023_FO75A_48,6,0
CR03886,2023,Control,CONCON,7,0.6811298321813386,CR03886_2023_FO79A_47,1,1
CR03886,2023,Control,CONCON,7,0.6811298321813386,CR03886_2023_FO79A_47,2,1
CR03886,2023,Control,CONCON,7,0.6811298321813386,CR03886_2023_FO79A_47,3,1
CR03886,2023,Control,CONCON,7,0.6811298321813386,CR03886_2023_FO79A_47,4,1
CR03886,2023,Control,CONCON,7,0.6811298321813386,CR03886_2023_FO79A_47,5,1
CR03886,2023,Control,CONCON,7,0.6811298321813386,CR03886_2023_FO79A_47,6,1
CR03886,2023,Control,CONCON,7,0.6811298321813386,CR03886_2023_FO79A_47,7,0
DD85017,2023,Heated,EXPCON,6,-0.9141479326644292,DD85017_2023_KA27A_48,1,1
DD85017,2023,Heated,EXPCON,6,-0.9141479326644292,DD85017_2023_KA27A_48,2,1
DD85017,2023,Heated,EXPCON,6,-0.9141479326644292,DD85017_2023_KA27A_48,3,1
DD85017,2023,Heated,EXPCON,6,-0.9141479326644292,DD85017_2023_KA27A_48,4,1
DD85017,2023,Heated,EXPCON,6,-0.9141479326644292,DD85017_2023_KA27A_48,5,1
DD85017,2023,Heated,EXPCON,6,-0.9141479326644292,DD85017_2023_KA27A_48,6,0
DD85016,2023,Control,CONEXP,8,2.2764075970271063,DD85016_2023_KA40A_48,1,1
DD85016,2023,Control,CONEXP,8,2.2764075970271063,DD85016_2023_KA40A_48,2,1
DD85016,2023,Control,CONEXP,8,2.2764075970271063,DD85016_2023_KA40A_48,3,1
DD85016,2023,Control,CONEXP,8,2.2764075970271063,DD85016_2023_KA40A_48,4,1
DD85016,2023,Control,CONEXP,8,2.2764075970271063,DD85016_2023_KA40A_48,5,1
DD85016,2023,Control,CONEXP,8,2.2764075970271063,DD85016_2023_KA40A_48,6,1
DD85016,2023,Control,CONEXP,8,2.2764075970271063,DD85016_2023_KA40A_48,7,1
DD85016,2023,Control,CONEXP,8,2.2764075970271063,DD85016_2023_KA40A_48,8,0
DD85015,2023,Heated,EXPCON,7,0.6811298321813386,DD85015_2023_KA9A_48,1,1
DD85015,2023,Heated,EXPCON,7,0.6811298321813386,DD85015_2023_KA9A_48,2,1
DD85015,2023,Heated,EXPCON,7,0.6811298321813386,DD85015_2023_KA9A_48,3,1
DD85015,2023,Heated,EXPCON,7,0.6811298321813386,DD85015_2023_KA9A_48,4,0
DD85015,2023,Heated,EXPCON,7,0.6811298321813386,DD85015_2023_KA9A_48,5,0
DD85015,2023,Heated,EXPCON,7,0.6811298321813386,DD85015_2023_KA9A_48,6,0
DD85015,2023,Heated,EXPCON,7,0.6811298321813386,DD85015_2023_KA9A_48,7,0
DD85023,2023,Control,CONCON,7,0.6811298321813386,DD85023_2023_OJ102A_49,1,1
DD85023,2023,Control,CONCON,7,0.6811298321813386,DD85023_2023_OJ102A_49,2,1
DD85023,2023,Control,CONCON,7,0.6811298321813386,DD85023_2023_OJ102A_49,3,1
DD85023,2023,Control,CONCON,7,0.6811298321813386,DD85023_2023_OJ102A_49,4,1
DD85023,2023,Control,CONCON,7,0.6811298321813386,DD85023_2023_OJ102A_49,5,0
DD85023,2023,Control,CONCON,7,0.6811298321813386,DD85023_2023_OJ102A_49,6,0
DD85023,2023,Control,CONCON,7,0.6811298321813386,DD85023_2023_OJ102A_49,7,0
CY08253,2023,Control,CONEXP,7,0.6811298321813386,CY08253_2023_OJ121A_46,1,1
CY08253,2023,Control,CONEXP,7,0.6811298321813386,CY08253_2023_OJ121A_46,2,1
CY08253,2023,Control,CONEXP,7,0.6811298321813386,CY08253_2023_OJ121A_46,3,1
CY08253,2023,Control,CONEXP,7,0.6811298321813386,CY08253_2023_OJ121A_46,4,1
CY08253,2023,Control,CONEXP,7,0.6811298321813386,CY08253_2023_OJ121A_46,5,1
CY08253,2023,Control,CONEXP,7,0.6811298321813386,CY08253_2023_OJ121A_46,6,1
CY08253,2023,Control,CONEXP,7,0.6811298321813386,CY08253_2023_OJ121A_46,7,0
DD85010,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85010_2023_OJ127B_47,1,1
DD85010,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85010_2023_OJ127B_47,2,1
DD85010,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85010_2023_OJ127B_47,3,1
DD85010,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85010_2023_OJ127B_47,4,1
DD85010,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85010_2023_OJ127B_47,5,1
DD85010,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85010_2023_OJ127B_47,6,1
DD85008,2023,Control,CONEXP,6,-0.9141479326644292,DD85008_2023_OJ133A_46,1,1
DD85008,2023,Control,CONEXP,6,-0.9141479326644292,DD85008_2023_OJ133A_46,2,1
DD85008,2023,Control,CONEXP,6,-0.9141479326644292,DD85008_2023_OJ133A_46,3,1
DD85008,2023,Control,CONEXP,6,-0.9141479326644292,DD85008_2023_OJ133A_46,4,1
DD85008,2023,Control,CONEXP,6,-0.9141479326644292,DD85008_2023_OJ133A_46,5,0
DD85008,2023,Control,CONEXP,6,-0.9141479326644292,DD85008_2023_OJ133A_46,6,0
DD85024,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85024_2023_OJ134A_49,1,1
DD85024,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85024_2023_OJ134A_49,2,1
DD85024,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85024_2023_OJ134A_49,3,1
DD85024,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85024_2023_OJ134A_49,4,1
DD85024,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85024_2023_OJ134A_49,5,1
DD85024,2023,Heated,EXPEXP,6,-0.9141479326644292,DD85024_2023_OJ134A_49,6,1
DA77761,2023,Heated,EXPEXP,6,-0.9141479326644292,DA77761_2023_OJ136A_43,1,1
DA77761,2023,Heated,EXPEXP,6,-0.9141479326644292,DA77761_2023_OJ136A_43,2,1
DA77761,2023,Heated,EXPEXP,6,-0.9141479326644292,DA77761_2023_OJ136A_43,3,1
DA77761,2023,Heated,EXPEXP,6,-0.9141479326644292,DA77761_2023_OJ136A_43,4,1
DA77761,2023,Heated,EXPEXP,6,-0.9141479326644292,DA77761_2023_OJ136A_43,5,1
DA77761,2023,Heated,EXPEXP,6,-0.9141479326644292,DA77761_2023_OJ136A_43,6,0
DD85009,2023,Control,CONCON,6,-0.9141479326644292,DD85009_2023_OJ143A_47,1,1
DD85009,2023,Control,CONCON,6,-0.9141479326644292,DD85009_2023_OJ143A_47,2,1
DD85009,2023,Control,CONCON,6,-0.9141479326644292,DD85009_2023_OJ143A_47,3,1
DD85009,2023,Control,CONCON,6,-0.9141479326644292,DD85009_2023_OJ143A_47,4,1
DD85009,2023,Control,CONCON,6,-0.9141479326644292,DD85009_2023_OJ143A_47,5,1
DD85009,2023,Control,CONCON,6,-0.9141479326644292,DD85009_2023_OJ143A_47,6,0
DD85007,2023,Heated,EXPCON,7,0.6811298321813386,DD85007_2023_OJ163A_46,1,1
DD85007,2023,Heated,EXPCON,7,0.6811298321813386,DD85007_2023_OJ163A_46,2,1
DD85007,2023,Heated,EXPCON,7,0.6811298321813386,DD85007_2023_OJ163A_46,3,1
DD85007,2023,Heated,EXPCON,7,0.6811298321813386,DD85007_2023_OJ163A_46,4,0
DD85007,2023,Heated,EXPCON,7,0.6811298321813386,DD85007_2023_OJ163A_46,5,0
DD85007,2023,Heated,EXPCON,7,0.6811298321813386,DD85007_2023_OJ163A_46,6,0
DD85007,2023,Heated,EXPCON,7,0.6811298321813386,DD85007_2023_OJ163A_46,7,0
DD85013,2023,Heated,EXPCON,6,-0.9141479326644292,DD85013_2023_OJ179A_47,1,1
DD85013,2023,Heated,EXPCON,6,-0.9141479326644292,DD85013_2023_OJ179A_47,2,1
DD85013,2023,Heated,EXPCON,6,-0.9141479326644292,DD85013_2023_OJ179A_47,3,1
DD85013,2023,Heated,EXPCON,6,-0.9141479326644292,DD85013_2023_OJ179A_47,4,1
DD85013,2023,Heated,EXPCON,6,-0.9141479326644292,DD85013_2023_OJ179A_47,5,0
DD85013,2023,Heated,EXPCON,6,-0.9141479326644292,DD85013_2023_OJ179A_47,6,0
CR03353,2023,Control,CONCON,7,0.6811298321813386,CR03353_2023_OJ83A_47,1,1
CR03353,2023,Control,CONCON,7,0.6811298321813386,CR03353_2023_OJ83A_47,2,1
CR03353,2023,Control,CONCON,7,0.6811298321813386,CR03353_2023_OJ83A_47,3,1
CR03353,2023,Control,CONCON,7,0.6811298321813386,CR03353_2023_OJ83A_47,4,1
CR03353,2023,Control,CONCON,7,0.6811298321813386,CR03353_2023_OJ83A_47,5,1
CR03353,2023,Control,CONCON,7,0.6811298321813386,CR03353_2023_OJ83A_47,6,1
CR03353,2023,Control,CONCON,7,0.6811298321813386,CR03353_2023_OJ83A_47,7,1
DD85011,2023,Control,CONEXP,6,-0.9141479326644292,DD85011_2023_OJ88A_47,1,1
DD85011,2023,Control,CONEXP,6,-0.9141479326644292,DD85011_2023_OJ88A_47,2,1
DD85011,2023,Control,CONEXP,6,-0.9141479326644292,DD85011_2023_OJ88A_47,3,1
DD85011,2023,Control,CONEXP,6,-0.9141479326644292,DD85011_2023_OJ88A_47,4,1
DD85011,2023,Control,CONEXP,6,-0.9141479326644292,DD85011_2023_OJ88A_47,5,1
DD85011,2023,Control,CONEXP,6,-0.9141479326644292,DD85011_2023_OJ88A_47,6,0
DD85012,2023,Heated,EXPEXP,7,0.6811298321813386,DD85012_2023_OJ97A_47,1,1
DD85012,2023,Heated,EXPEXP,7,0.6811298321813386,DD85012_2023_OJ97A_47,2,1
DD85012,2023,Heated,EXPEXP,7,0.6811298321813386,DD85012_2023_OJ97A_47,3,1
DD85012,2023,Heated,EXPEXP,7,0.6811298321813386,DD85012_2023_OJ97A_47,4,1
DD85012,2023,Heated,EXPEXP,7,0.6811298321813386,DD85012_2023_OJ97A_47,5,1
DD85012,2023,Heated,EXPEXP,7,0.6811298321813386,DD85012_2023_OJ97A_47,6,1
DD85012,2023,Heated,EXPEXP,7,0.6811298321813386,DD85012_2023_OJ97A_47,7,1
DC57151,2023,Control,CONEXP,7,0.6811298321813386,DC57151_2023_SL16A_48,1,1
DC57151,2023,Control,CONEXP,7,0.6811298321813386,DC57151_2023_SL16A_48,2,1
DC57151,2023,Control,CONEXP,7,0.6811298321813386,DC57151_2023_SL16A_48,3,1
DC57151,2023,Control,CONEXP,7,0.6811298321813386,DC57151_2023_SL16A_48,4,1
DC57151,2023,Control,CONEXP,7,0.6811298321813386,DC57151_2023_SL16A_48,5,1
DC57151,2023,Control,CONEXP,7,0.6811298321813386,DC57151_2023_SL16A_48,6,1
DC57151,2023,Control,CONEXP,7,0.6811298321813386,DC57151_2023_SL16A_48,7,1
DC57139,2024,Control,CONEXP,7,0.6811298321813386,DC57139_2024_BK06A_47,1,1
DC57139,2024,Control,CONEXP,7,0.6811298321813386,DC57139_2024_BK06A_47,2,1
DC57139,2024,Control,CONEXP,7,0.6811298321813386,DC57139_2024_BK06A_47,3,1
DC57139,2024,Control,CONEXP,7,0.6811298321813386,DC57139_2024_BK06A_47,4,1
DC57139,2024,Control,CONEXP,7,0.6811298321813386,DC57139_2024_BK06A_47,5,1
DC57139,2024,Control,CONEXP,7,0.6811298321813386,DC57139_2024_BK06A_47,6,1
DC57139,2024,Control,CONEXP,7,0.6811298321813386,DC57139_2024_BK06A_47,7,1
DC54210,2024,Control,CONCON,6,-0.9141479326644292,DC54210_2024_BK10A_46,1,1
DC54210,2024,Control,CONCON,6,-0.9141479326644292,DC54210_2024_BK10A_46,2,1
DC54210,2024,Control,CONCON,6,-0.9141479326644292,DC54210_2024_BK10A_46,3,1
DC54210,2024,Control,CONCON,6,-0.9141479326644292,DC54210_2024_BK10A_46,4,1
DC54210,2024,Control,CONCON,6,-0.9141479326644292,DC54210_2024_BK10A_46,5,1
DC54210,2024,Control,CONCON,6,-0.9141479326644292,DC54210_2024_BK10A_46,6,1
DD85998,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85998_2024_BK12A_46,1,1
DD85998,2024,Heated,EXPEXP,6,-0.9141479326644292,DD85998_2024_BK12A_46,2,1
