F_RING,YEAR,EXP.INC,GROUP,CS,CS_sc,brood_id,egg_index,HATCHED
DC53294,2024,Control,CONEXP,7,0.6811298321813386,DC53294_2024_OJ137A_46,4,1
DC53294,2024,Control,CONEXP,7,0.6811298321813386,DC53294_2024_OJ137A_46,5,1
DC53294,2024,Control,CONEXP,7,0.6811298321813386,DC53294_2024_OJ137A_46,6,1
DC53294,2024,Control,CONEXP,7,0.6811298321813386,DC53294_2024_OJ137A_46,7,0
DC53295,2024,Control,CONEXP,6,-0.9141479326644292,DC53295_2024_OJ155E_46,1,1
DC53295,2024,Control,CONEXP,6,-0.9141479326644292,DC53295_2024_OJ155E_46,2,1
DC53295,2024,Control,CONEXP,6,-0.9141479326644292,DC53295_2024_OJ155E_46,3,1
DC53295,2024,Control,CONEXP,6,-0.9141479326644292,DC53295_2024_OJ155E_46,4,1
DC53295,2024,Control,CONEXP,6,-0.9141479326644292,DC53295_2024_OJ155E_46,5,1
DC53295,2024,Control,CONEXP,6,-0.9141479326644292,DC53295_2024_OJ155E_46,6,1
DD82829,2024,Heated,EXPCON,6,-0.9141479326644292,DD82829_2024_OJ159A_46,1,1
DD82829,2024,Heated,EXPCON,6,-0.9141479326644292,DD82829_2024_OJ159A_46,2,1
DD82829,2024,Heated,EXPCON,6,-0.9141479326644292,DD82829_2024_OJ159A_46,3,1
DD82829,2024,Heated,EXPCON,6,-0.9141479326644292,DD82829_2024_OJ159A_46,4,1
DD82829,2024,Heated,EXPCON,6,-0.9141479326644292,DD82829_2024_OJ159A_46,5,1
DD82829,2024,Heated,EXPCON,6,-0.9141479326644292,DD82829_2024_OJ159A_46,6,1
DC57995,2024,Control,CONCON,7,0.6811298321813386,DC57995_2024_OJ161A_46,1,1
DC57995,2024,Control,CONCON,7,0.6811298321813386,DC57995_2024_OJ161A_46,2,1
DC57995,2024,Control,CONCON,7,0.6811298321813386,DC57995_2024_OJ161A_46,3,1
DC57995,2024,Control,CONCON,7,0.6811298321813386,DC57995_2024_OJ161A_46,4,1
DC57995,2024,Control,CONCON,7,0.6811298321813386,DC57995_2024_OJ161A_46,5,1
DC57995,2024,Control,CONCON,7,0.6811298321813386,DC57995_2024_OJ161A_46,6,1
DC57995,2024,Control,CONCON,7,0.6811298321813386,DC57995_2024_OJ161A_46,7,0
DC57136,2024,Heated,EXPEXP,7,0.6811298321813386,DC57136_2024_OJ173A_46,1,1
DC57136,2024,Heated,EXPEXP,7,0.6811298321813386,DC57136_2024_OJ173A_46,2,1
DC57136,2024,Heated,EXPEXP,7,0.6811298321813386,DC57136_2024_OJ173A_46,3,1
DC57136,2024,Heated,EXPEXP,7,0.6811298321813386,DC57136_2024_OJ173A_46,4,1
DC57136,2024,Heated,EXPEXP,7,0.6811298321813386,DC57136_2024_OJ173A_46,5,1
DC57136,2024,Heated,EXPEXP,7,0.6811298321813386,DC57136_2024_OJ173A_46,6,1
DC57136,2024,Heated,EXPEXP,7,0.6811298321813386,DC57136_2024_OJ173A_46,7,0
DD83799,2025,Control,CONEXP,7,0.6811298321813386,DD83799_2025_RM5A_41,1,1
DD83799,2025,Control,CONEXP,7,0.6811298321813386,DD83799_2025_RM5A_41,2,1
DD83799,2025,Control,CONEXP,7,0.6811298321813386,DD83799_2025_RM5A_41,3,1
DD83799,2025,Control,CONEXP,7,0.6811298321813386,DD83799_2025_RM5A_41,4,1
DD83799,2025,Control,CONEXP,7,0.6811298321813386,DD83799_2025_RM5A_41,5,0
DD83799,2025,Control,CONEXP,7,0.6811298321813386,DD83799_2025_RM5A_41,6,0
DD83799,2025,Control,CONEXP,7,0.6811298321813386,DD83799_2025_RM5A_41,7,0
DC54077,2025,Heated,EXPCON,7,0.6811298321813386,DC54077_2025_RM23A_41,1,1
DC54077,2025,Heated,EXPCON,7,0.6811298321813386,DC54077_2025_RM23A_41,2,1
DC54077,2025,Heated,EXPCON,7,0.6811298321813386,DC54077_2025_RM23A_41,3,1
DC54077,2025,Heated,EXPCON,7,0.6811298321813386,DC54077_2025_RM23A_41,4,1
DC54077,2025,Heated,EXPCON,7,0.6811298321813386,DC54077_2025_RM23A_41,5,1
DC54077,2025,Heated,EXPCON,7,0.6811298321813386,DC54077_2025_RM23A_41,6,1
DC54077,2025,Heated,EXPCON,7,0.6811298321813386,DC54077_2025_RM23A_41,7,0
CR03892,2025,Control,CONEXP,7,0.6811298321813386,CR03892_2025_FA36A_41,1,1
CR03892,2025,Control,CONEXP,7,0.6811298321813386,CR03892_2025_FA36A_41,2,1
CR03892,2025,Control,CONEXP,7,0.6811298321813386,CR03892_2025_FA36A_41,3,1
CR03892,2025,Control,CONEXP,7,0.6811298321813386,CR03892_2025_FA36A_41,4,1
CR03892,2025,Control,CONEXP,7,0.6811298321813386,CR03892_2025_FA36A_41,5,1
CR03892,2025,Control,CONEXP,7,0.6811298321813386,CR03892_2025_FA36A_41,6,1
CR03892,2025,Control,CONEXP,7,0.6811298321813386,CR03892_2025_FA36A_41,7,1
DC54747,2025,Heated,EXPEXP,7,0.6811298321813386,DC54747_2025_KT17A_41,1,1
DC54747,2025,Heated,EXPEXP,7,0.6811298321813386,DC54747_2025_KT17A_41,2,1
DC54747,2025,Heated,EXPEXP,7,0.6811298321813386,DC54747_2025_KT17A_41,3,1
DC54747,2025,Heated,EXPEXP,7,0.6811298321813386,DC54747_2025_KT17A_41,4,1
DC54747,2025,Heated,EXPEXP,7,0.6811298321813386,DC54747_2025_KT17A_41,5,1
DC54747,2025,Heated,EXPEXP,7,0.6811298321813386,DC54747_2025_KT17A_41,6,1
DC54747,2025,Heated,EXPEXP,7,0.6811298321813386,DC54747_2025_KT17A_41,7,1
DD82709,2025,Heated,EXPEXP,8,2.2764075970271063,DD82709_2025_RM22A_40,1,1
DD82709,2025,Heated,EXPEXP,8,2.2764075970271063,DD82709_2025_RM22A_40,2,1
DD82709,2025,Heated,EXPEXP,8,2.2764075970271063,DD82709_2025_RM22A_40,3,1
DD82709,2025,Heated,EXPEXP,8,2.2764075970271063,DD82709_2025_RM22A_40,4,1
DD82709,2025,Heated,EXPEXP,8,2.2764075970271063,DD82709_2025_RM22A_40,5,1
DD82709,2025,Heated,EXPEXP,8,2.2764075970271063,DD82709_2025_RM22A_40,6,1
DD82709,2025,Heated,EXPEXP,8,2.2764075970271063,DD82709_2025_RM22A_40,7,0
DD82709,2025,Heated,EXPEXP,8,2.2764075970271063,DD82709_2025_RM22A_40,8,0
CR02363,2025,Heated,EXPCON,6,-0.9141479326644292,CR02363_2025_RM33A_42,1,1
CR02363,2025,Heated,EXPCON,6,-0.9141479326644292,CR02363_2025_RM33A_42,2,1
CR02363,2025,Heated,EXPCON,6,-0.9141479326644292,CR02363_2025_RM33A_42,3,1
CR02363,2025,Heated,EXPCON,6,-0.9141479326644292,CR02363_2025_RM33A_42,4,1
CR02363,2025,Heated,EXPCON,6,-0.9141479326644292,CR02363_2025_RM33A_42,5,1
CR02363,2025,Heated,EXPCON,6,-0.9141479326644292,CR02363_2025_RM33A_42,6,0
CR02080,2025,Heated,EXPCON,8,2.2764075970271063,CR02080_2025_RN46A_40,1,1
CR02080,2025,Heated,EXPCON,8,2.2764075970271063,CR02080_2025_RN46A_40,2,1
CR02080,2025,Heated,EXPCON,8,2.2764075970271063,CR02080_2025_RN46A_40,3,1
CR02080,2025,Heated,EXPCON,8,2.2764075970271063,CR02080_2025_RN46A_40,4,1
CR02080,2025,Heated,EXPCON,8,2.2764075970271063,CR02080_2025_RN46A_40,5,1
CR02080,2025,Heated,EXPCON,8,2.2764075970271063,CR02080_2025_RN46A_40,6,1
CR02080,2025,Heated,EXPCON,8,2.2764075970271063,CR02080_2025_RN46A_40,7,0
CR02080,2025,Heated,EXPCON,8,2.2764075970271063,CR02080_2025_RN46A_40,8,0
CY08245,2025,Control,CONEXP,6,-0.9141479326644292,CY08245_2025_AN18C_43,1,1
CY08245,2025,Control,CONEXP,6,-0.9141479326644292,CY08245_2025_AN18C_43,2,1
CY08245,2025,Control,CONEXP,6,-0.9141479326644292,CY08245_2025_AN18C_43,3,1
CY08245,2025,Control,CONEXP,6,-0.9141479326644292,CY08245_2025_AN18C_43,4,1
CY08245,2025,Control,CONEXP,6,-0.9141479326644292,CY08245_2025_AN18C_43,5,1
CY08245,2025,Control,CONEXP,6,-0.9141479326644292,CY08245_2025_AN18C_43,6,1
DD83757,2025,Heated,EXPCON,7,0.6811298321813386,DD83757_2025_FA3A_42,1,1
DD83757,2025,Heated,EXPCON,7,0.6811298321813386,DD83757_2025_FA3A_42,2,1
DD83757,2025,Heated,EXPCON,7,0.6811298321813386,DD83757_2025_FA3A_42,3,1
DD83757,2025,Heated,EXPCON,7,0.6811298321813386,DD83757_2025_FA3A_42,4,1
DD83757,2025,Heated,EXPCON,7,0.6811298321813386,DD83757_2025_FA3A_42,5,1
DD83757,2025,Heated,EXPCON,7,0.6811298321813386,DD83757_2025_FA3A_42,6,1
DD83757,2025,Heated,EXPCON,7,0.6811298321813386,DD83757_2025_FA3A_42,7,1
DD83375,2025,Control,CONCON,7,0.6811298321813386,DD83375_2025_KT9A_41,1,1
DD83375,2025,Control,CONCON,7,0.6811298321813386,DD83375_2025_KT9A_41,2,1
DD83375,2025,Control,CONCON,7,0.6811298321813386,DD83375_2025_KT9A_41,3,1
DD83375,2025,Control,CONCON,7,0.6811298321813386,DD83375_2025_KT9A_41,4,1
DD83375,2025,Control,CONCON,7,0.6811298321813386,DD83375_2025_KT9A_41,5,1
DD83375,2025,Control,CONCON,7,0.6811298321813386,DD83375_2025_KT9A_41,6,1
DD83375,2025,Control,CONCON,7,0.6811298321813386,DD83375_2025_KT9A_41,7,1
DD81807,2025,Control,CONCON,7,0.6811298321813386,DD81807_2025_RN45B_43,1,1
DD81807,2025,Control,CONCON,7,0.6811298321813386,DD81807_2025_RN45B_43,2,1
DD81807,2025,Control,CONCON,7,0.6811298321813386,DD81807_2025_RN45B_43,3,1
DD81807,2025,Control,CONCON,7,0.6811298321813386,DD81807_2025_RN45B_43,4,1
DD81807,2025,Control,CONCON,7,0.6811298321813386,DD81807_2025_RN45B_43,5,1
DD81807,2025,Control,CONCON,7,0.6811298321813386,DD81807_2025_RN45B_43,6,1
DD81807,2025,Control,CONCON,7,0.6811298321813386,DD81807_2025_RN45B_43,7,1
CR02078,2025,Control,CONEXP,8,2.2764075970271063,CR02078_2025_RN21A_42,1,1
CR02078,2025,Control,CONEXP,8,2.2764075970271063,CR02078_2025_RN21A_42,2,1
CR02078,2025,Control,CONEXP,8,2.2764075970271063,CR02078_2025_RN21A_42,3,1
CR02078,2025,Control,CONEXP,8,2.2764075970271063,CR02078_2025_RN21A_42,4,1
CR02078,2025,Control,CONEXP,8,2.2764075970271063,CR02078_2025_RN21A_42,5,1
CR02078,2025,Control,CONEXP,8,2.2764075970271063,CR02078_2025_RN21A_42,6,1
CR02078,2025,Control,CONEXP,8,2.2764075970271063,CR02078_2025_RN21A_42,7,1
CR02078,2025,Control,CONEXP,8,2.2764075970271063,CR02078_2025_RN21A_42,8,0
CR02368,2025,Heated,EXPEXP,7,0.6811298321813386,CR02368_2025_FA26A_44,1,1
CR02368,2025,Heated,EXPEXP,7,0.6811298321813386,CR02368_2025_FA26A_44,2,1
CR02368,2025,Heated,EXPEXP,7,0.6811298321813386,CR02368_2025_FA26A_44,3,1
CR02368,2025,Heated,EXPEXP,7,0.6811298321813386,CR02368_2025_FA26A_44,4,1
CR02368,2025,Heated,EXPEXP,7,0.6811298321813386,CR02368_2025_FA26A_44,5,1
CR02368,2025,Heated,EXPEXP,7,0.6811298321813386,CR02368_2025_FA26A_44,6,1
CR02368,2025,Heated,EXPEXP,7,0.6811298321813386,CR02368_2025_FA26A_44,7,0
CR04492,2025,Control,CONCON,7,0.6811298321813386,CR04492_2025_FA43A_44,1,1
CR04492,2025,Control,CONCON,7,0.6811298321813386,CR04492_2025_FA43A_44,2,1
CR04492,2025,Control,CONCON,7,0.6811298321813386,CR04492_2025_FA43A_44,3,1
CR04492,2025,Control,CONCON,7,0.6811298321813386,CR04492_2025_FA43A_44,4,1
CR04492,2025,Control,CONCON,7,0.6811298321813386,CR04492_2025_FA43A_44,5,1
CR04492,2025,Control,CONCON,7,0.6811298321813386,CR04492_2025_FA43A_44,6,1
CR04492,2025,Control,CONCON,7,0.6811298321813386,CR04492_2025_FA43A_44,7,1
CR02371,2025,Control,CONCON,7,0.6811298321813386,CR02371_2025_FO14B_44,1,1
CR02371,2025,Control,CONCON,7,0.6811298321813386,CR02371_2025_FO14B_44,2,1
CR02371,2025,Control,CONCON,7,0.6811298321813386,CR02371_2025_FO14B_44,3,1
CR02371,2025,Control,CONCON,7,0.6811298321813386,CR02371_2025_FO14B_44,4,1
CR02371,2025,Control,CONCON,7,0.6811298321813386,CR02371_2025_FO14B_44,5,1
CR02371,2025,Control,CONCON,7,0.6811298321813386,CR02371_2025_FO14B_44,6,1
CR02371,2025,Control,CONCON,7,0.6811298321813386,CR02371_2025_FO14B_44,7,1
CR02372,2025,Heated,EXPEXP,6,-0.9141479326644292,CR02372_2025_FO15A_44,1,1
CR02372,2025,Heated,EXPEXP,6,-0.9141479326644292,CR02372_2025_FO15A_44,2,1
CR02372,2025,Heated,EXPEXP,6,-0.9141479326644292,CR02372_2025_FO15A_44,3,1
CR02372,2025,Heated,EXPEXP,6,-0.9141479326644292,CR02372_2025_FO15A_44,4,1
CR02372,2025,Heated,EXPEXP,6,-0.9141479326644292,CR02372_2025_FO15A_44,5,1
CR02372,2025,Heated,EXPEXP,6,-0.9141479326644292,CR02372_2025_FO15A_44,6,1
DC57561,2025,Heated,EXPCON,8,2.2764075970271063,DC57561_2025_RN34A_43,1,1
DC57561,2025,Heated,EXPCON,8,2.2764075970271063,DC57561_2025_RN34A_43,2,1
DC57561,2025,Heated,EXPCON,8,2.2764075970271063,DC57561_2025_RN34A_43,3,1
DC57561,2025,Heated,EXPCON,8,2.2764075970271063,DC57561_2025_RN34A_43,4,1
DC57561,2025,Heated,EXPCON,8,2.2764075970271063,DC57561_2025_RN34A_43,5,1
DC57561,2025,Heated,EXPCON,8,2.2764075970271063,DC57561_2025_RN34A_43,6,1
DC57561,2025,Heated,EXPCON,8,2.2764075970271063,DC57561_2025_RN34A_43,7,1
DC57561,2025,Heated,EXPCON,8,2.2764075970271063,DC57561_2025_RN34A_43,8,0
CR02084,2025,Heated,EXPEXP,7,0.6811298321813386,CR02084_2025_RS41A_44,1,1
CR02084,2025,Heated,EXPEXP,7,0.6811298321813386,CR02084_2025_RS41A_44,2,1
CR02084,2025,Heated,EXPEXP,7,0.6811298321813386,CR02084_2025_RS41A_44,3,1
CR02084,2025,Heated,EXPEXP,7,0.6811298321813386,CR02084_2025_RS41A_44,4,1
CR02084,2025,Heated,EXPEXP,7,0.6811298321813386,CR02084_2025_RS41A_44,5,1
CR02084,2025,Heated,EXPEXP,7,0.6811298321813386,CR02084_2025_RS41A_44,6,1
CR02084,2025,Heated,EXPEXP,7,0.6811298321813386,CR02084_2025_RS41A_44,7,1
CR02373,2025,Heated,EXPEXP,6,-0.9141479326644292,CR02373_2025_FA5A_44,1,1
CR02373,2025,Heated,EXPEXP,6,-0.9141479326644292,CR02373_2025_FA5A_44,2,1
CR02373,2025,Heated,EXPEXP,6,-0.9141479326644292,CR02373_2025_FA5A_44,3,1
CR02373,2025,Heated,EXPEXP,6,-0.9141479326644292,CR02373_2025_FA5A_44,4,1
CR02373,2025,Heated,EXPEXP,6,-0.9141479326644292,CR02373_2025_FA5A_44,5,1
CR02373,2025,Heated,EXPEXP,6,-0.9141479326644292,CR02373_2025_FA5A_44,6,0
CR02369,2025,Control,CONEXP,7,0.6811298321813386,CR02369_2025_RUE6B_44,1,1
CR02369,2025,Control,CONEXP,7,0.6811298321813386,CR02369_2025_RUE6B_44,2,1
CR02369,2025,Control,CONEXP,7,0.6811298321813386,CR02369_2025_RUE6B_44,3,1
CR02369,2025,Control,CONEXP,7,0.6811298321813386,CR02369_2025_RUE6B_44,4,1
CR02369,2025,Control,CONEXP,7,0.6811298321813386,CR02369_2025_RUE6B_44,5,1
CR02369,2025,Control,CONEXP,7,0.6811298321813386,CR02369_2025_RUE6B_44,6,0
CR02369,2025,Control,CONEXP,7,0.6811298321813386,CR02369_2025_RUE6B_44,7,0
DC54589,2025,Control,CONEXP,6,-0.9141479326644292,DC54589_2025_FA11B_45,1,1
DC54589,2025,Control,CONEXP,6,-0.9141479326644292,DC54589_2025_FA11B_45,2,1
DC54589,2025,Control,CONEXP,6,-0.9141479326644292,DC54589_2025_FA11B_45,3,1
DC54589,2025,Control,CONEXP,6,-0.9141479326644292,DC54589_2025_FA11B_45,4,1
DC54589,2025,Control,CONEXP,6,-0.9141479326644292,DC54589_2025_FA11B_45,5,1
DC54589,2025,Control,CONEXP,6,-0.9141479326644292,DC54589_2025_FA11B_45,6,0
DC57485,2025,Heated,EXPCON,6,-0.9141479326644292,DC57485_2025_OL25A_44,1,1
DC57485,2025,Heated,EXPCON,6,-0.9141479326644292,DC57485_2025_OL25A_44,2,1
DC57485,2025,Heated,EXPCON,6,-0.9141479326644292,DC57485_2025_OL25A_44,3,1
DC57485,2025,Heated,EXPCON,6,-0.9141479326644292,DC57485_2025_OL25A_44,4,1
DC57485,2025,Heated,EXPCON,6,-0.9141479326644292,DC57485_2025_OL25A_44,5,1
DC57485,2025,Heated,EXPCON,6,-0.9141479326644292,DC57485_2025_OL25A_44,6,1
CR02370,2025,Control,CONCON,8,2.2764075970271063,CR02370_2025_RUE8A_42,1,0
CR02370,2025,Control,CONCON,8,2.2764075970271063,CR02370_2025_RUE8A_42,2,0
CR02370,2025,Control,CONCON,8,2.2764075970271063,CR02370_2025_RUE8A_42,3,0
CR02370,2025,Control,CONCON,8,2.2764075970271063,CR02370_2025_RUE8A_42,4,0
CR02370,2025,Control,CONCON,8,2.2764075970271063,CR02370_2025_RUE8A_42,5,0
CR02370,2025,Control,CONCON,8,2.2764075970271063,CR02370_2025_RUE8A_42,6,0
CR02370,2025,Control,CONCON,8,2.2764075970271063,CR02370_2025_RUE8A_42,7,0
CR02370,2025,Control,CONCON,8,2.2764075970271063,CR02370_2025_RUE8A_42,8,0
DD83109,2025,Control,CONCON,6,-0.9141479326644292,DD83109_2025_RN2A_45,1,1
DD83109,2025,Control,CONCON,6,-0.9141479326644292,DD83109_2025_RN2A_45,2,1
DD83109,2025,Control,CONCON,6,-0.9141479326644292,DD83109_2025_RN2A_45,3,1
DD83109,2025,Control,CONCON,6,-0.9141479326644292,DD83109_2025_RN2A_45,4,1
DD83109,2025,Control,CONCON,6,-0.9141479326644292,DD83109_2025_RN2A_45,5,1
DD83109,2025,Control,CONCON,6,-0.9141479326644292,DD83109_2025_RN2A_45,6,1
CR02375,2025,Heated,EXPEXP,7,0.6811298321813386,CR02375_2025_RS30A_45,1,1
CR02375,2025,Heated,EXPEXP,7,0.6811298321813386,CR02375_2025_RS30A_45,2,1
CR02375,2025,Heated,EXPEXP,7,0.6811298321813386,CR02375_2025_RS30A_45,3,1
CR02375,2025,Heated,EXPEXP,7,0.6811298321813386,CR02375_2025_RS30A_45,4,1
CR02375,2025,Heated,EXPEXP,7,0.6811298321813386,CR02375_2025_RS30A_45,5,1
CR02375,2025,Heated,EXPEXP,7,0.6811298321813386,CR02375_2025_RS30A_45,6,1
CR02375,2025,Heated,EXPEXP,7,0.6811298321813386,CR02375_2025_RS30A_45,7,0
DD84823,2025,Heated,EXPCON,6,-0.9141479326644292,DD84823_2025_FA24A_45,1,1
DD84823,2025,Heated,EXPCON,6,-0.9141479326644292,DD84823_2025_FA24A_45,2,1
DD84823,2025,Heated,EXPCON,6,-0.9141479326644292,DD84823_2025_FA24A_45,3,1
DD84823,2025,Heated,EXPCON,6,-0.9141479326644292,DD84823_2025_FA24A_45,4,1
DD84823,2025,Heated,EXPCON,6,-0.9141479326644292,DD84823_2025_FA24A_45,5,1
DD84823,2025,Heated,EXPCON,6,-0.9141479326644292,DD84823_2025_FA24A_45,6,0
DC54081,2025,Control,CONEXP,7,0.6811298321813386,DC54081_2025_OL4A_45,1,1
DC54081,2025,Control,CONEXP,7,0.6811298321813386,DC54081_2025_OL4A_45,2,1
DC54081,2025,Control,CONEXP,7,0.6811298321813386,DC54081_2025_OL4A_45,3,1
DC54081,2025,Control,CONEXP,7,0.6811298321813386,DC54081_2025_OL4A_45,4,1
DC54081,2025,Control,CONEXP,7,0.6811298321813386,DC54081_2025_OL4A_45,5,1
DC54081,2025,Control,CONEXP,7,0.6811298321813386,DC54081_2025_OL4A_45,6,0
DC54081,2025,Control,CONEXP,7,0.6811298321813386,DC54081_2025_OL4A_45,7,0
CR02086,2025,Heated,EXPEXP,7,0.6811298321813386,CR02086_2025_OL21A_45,1,1
CR02086,2025,Heated,EXPEXP,7,0.6811298321813386,CR02086_2025_OL21A_45,2,1
CR02086,2025,Heated,EXPEXP,7,0.6811298321813386,CR02086_2025_OL21A_45,3,1
CR02086,2025,Heated,EXPEXP,7,0.6811298321813386,CR02086_2025_OL21A_45,4,1
CR02086,2025,Heated,EXPEXP,7,0.6811298321813386,CR02086_2025_OL21A_45,5,1
CR02086,2025,Heated,EXPEXP,7,0.6811298321813386,CR02086_2025_OL21A_45,6,1
CR02086,2025,Heated,EXPEXP,7,0.6811298321813386,CR02086_2025_OL21A_45,7,1
CR02088,2025,Heated,EXPCON,7,0.6811298321813386,CR02088_2025_OL12A_46,1,1
CR02088,2025,Heated,EXPCON,7,0.6811298321813386,CR02088_2025_OL12A_46,2,1
CR02088,2025,Heated,EXPCON,7,0.6811298321813386,CR02088_2025_OL12A_46,3,1
CR02088,2025,Heated,EXPCON,7,0.6811298321813386,CR02088_2025_OL12A_46,4,1
CR02088,2025,Heated,EXPCON,7,0.6811298321813386,CR02088_2025_OL12A_46,5,1
CR02088,2025,Heated,EXPCON,7,0.6811298321813386,CR02088_2025_OL12A_46,6,1
CR02088,2025,Heated,EXPCON,7,0.6811298321813386,CR02088_2025_OL12A_46,7,0
DD81823,2025,Control,CONCON,7,0.6811298321813386,DD81823_2025_FA18A_46,1,1
DD81823,2025,Control,CONCON,7,0.6811298321813386,DD81823_2025_FA18A_46,2,1
DD81823,2025,Control,CONCON,7,0.6811298321813386,DD81823_2025_FA18A_46,3,1
DD81823,2025,Control,CONCON,7,0.6811298321813386,DD81823_2025_FA18A_46,4,1
DD81823,2025,Control,CONCON,7,0.6811298321813386,DD81823_2025_FA18A_46,5,1
DD81823,2025,Control,CONCON,7,0.6811298321813386,DD81823_2025_FA18A_46,6,1
DD81823,2025,Control,CONCON,7,0.6811298321813386,DD81823_2025_FA18A_46,7,1
DC54216,2025,Control,CONCON,7,0.6811298321813386,DC54216_2025_OL6A_47,1,1
DC54216,2025,Control,CONCON,7,0.6811298321813386,DC54216_2025_OL6A_47,2,1
DC54216,2025,Control,CONCON,7,0.6811298321813386,DC54216_2025_OL6A_47,3,1
DC54216,2025,Control,CONCON,7,0.6811298321813386,DC54216_2025_OL6A_47,4,1
DC54216,2025,Control,CONCON,7,0.6811298321813386,DC54216_2025_OL6A_47,5,1
DC54216,2025,Control,CONCON,7,0.6811298321813386,DC54216_2025_OL6A_47,6,0
DC54216,2025,Control,CONCON,7,0.6811298321813386,DC54216_2025_OL6A_47,7,0
DD85089,2025,Control,CONEXP,7,0.6811298321813386,DD85089_2025_OL10A_46,1,1
DD85089,2025,Control,CONEXP,7,0.6811298321813386,DD85089_2025_OL10A_46,2,1
DD85089,2025,Control,CONEXP,7,0.6811298321813386,DD85089_2025_OL10A_46,3,1
DD85089,2025,Control,CONEXP,7,0.6811298321813386,DD85089_2025_OL10A_46,4,0
DD85089,2025,Control,CONEXP,7,0.6811298321813386,DD85089_2025_OL10A_46,5,0
DD85089,2025,Control,CONEXP,7,0.6811298321813386,DD85089_2025_OL10A_46,6,0
DD85089,2025,Control,CONEXP,7,0.6811298321813386,DD85089_2025_OL10A_46,7,0
DD83745,2025,Control,CONCON,6,-0.9141479326644292,DD83745_2025_OL2A_47,1,1
DD83745,2025,Control,CONCON,6,-0.9141479326644292,DD83745_2025_OL2A_47,2,1
DD83745,2025,Control,CONCON,6,-0.9141479326644292,DD83745_2025_OL2A_47,3,1
DD83745,2025,Control,CONCON,6,-0.9141479326644292,DD83745_2025_OL2A_47,4,1
DD83745,2025,Control,CONCON,6,-0.9141479326644292,DD83745_2025_OL2A_47,5,0
DD83745,2025,Control,CONCON,6,-0.9141479326644292,DD83745_2025_OL2A_47,6,0
CR02379,2025,Control,CONEXP,7,0.6811298321813386,CR02379_2025_FA29B_48,1,1
CR02379,2025,Control,CONEXP,7,0.6811298321813386,CR02379_2025_FA29B_48,2,1
CR02379,2025,Control,CONEXP,7,0.6811298321813386,CR02379_2025_FA29B_48,3,1
CR02379,2025,Control,CONEXP,7,0.6811298321813386,CR02379_2025_FA29B_48,4,1
CR02379,2025,Control,CONEXP,7,0.6811298321813386,CR02379_2025_FA29B_48,5,1
CR02379,2025,Control,CONEXP,7,0.6811298321813386,CR02379_2025_FA29B_48,6,1
CR02379,2025,Control,CONEXP,7,0.6811298321813386,CR02379_2025_FA29B_48,7,1
CR02382,2025,Heated,EXPEXP,8,2.2764075970271063,CR02382_2025_RUE3A_47,1,1
CR02382,2025,Heated,EXPEXP,8,2.2764075970271063,CR02382_2025_RUE3A_47,2,1
CR02382,2025,Heated,EXPEXP,8,2.2764075970271063,CR02382_2025_RUE3A_47,3,1
CR02382,2025,Heated,EXPEXP,8,2.2764075970271063,CR02382_2025_RUE3A_47,4,1
CR02382,2025,Heated,EXPEXP,8,2.2764075970271063,CR02382_2025_RUE3A_47,5,1
CR02382,2025,Heated,EXPEXP,8,2.2764075970271063,CR02382_2025_RUE3A_47,6,1
CR02382,2025,Heated,EXPEXP,8,2.2764075970271063,CR02382_2025_RUE3A_47,7,1
CR02382,2025,Heated,EXPEXP,8,2.2764075970271063,CR02382_2025_RUE3A_47,8,1
CR02089,2025,Heated,EXPCON,7,0.6811298321813386,CR02089_2025_AN4B_47,1,1
CR02089,2025,Heated,EXPCON,7,0.6811298321813386,CR02089_2025_AN4B_47,2,1
CR02089,2025,Heated,EXPCON,7,0.6811298321813386,CR02089_2025_AN4B_47,3,1
CR02089,2025,Heated,EXPCON,7,0.6811298321813386,CR02089_2025_AN4B_47,4,0
CR02089,2025,Heated,EXPCON,7,0.6811298321813386,CR02089_2025_AN4B_47,5,0
CR02089,2025,Heated,EXPCON,7,0.6811298321813386,CR02089_2025_AN4B_47,6,0
CR02089,2025,Heated,EXPCON,7,0.6811298321813386,CR02089_2025_AN4B_47,7,0
CR02381,2025,Control,CONCON,7,0.6811298321813386,CR02381_2025_RN12A_47,1,1
CR02381,2025,Control,CONCON,7,0.6811298321813386,CR02381_2025_RN12A_47,2,1
CR02381,2025,Control,CONCON,7,0.6811298321813386,CR02381_2025_RN12A_47,3,1
CR02381,2025,Control,CONCON,7,0.6811298321813386,CR02381_2025_RN12A_47,4,0
CR02381,2025,Control,CONCON,7,0.6811298321813386,CR02381_2025_RN12A_47,5,0
CR02381,2025,Control,CONCON,7,0.6811298321813386,CR02381_2025_RN12A_47,6,0
CR02381,2025,Control,CONCON,7,0.6811298321813386,CR02381_2025_RN12A_47,7,0
DC57737,2025,Control,CONEXP,7,0.6811298321813386,DC57737_2025_OL18A_47,1,1
DC57737,2025,Control,CONEXP,7,0.6811298321813386,DC57737_2025_OL18A_47,2,1
DC57737,2025,Control,CONEXP,7,0.6811298321813386,DC57737_2025_OL18A_47,3,1
DC57737,2025,Control,CONEXP,7,0.6811298321813386,DC57737_2025_OL18A_47,4,1
DC57737,2025,Control,CONEXP,7,0.6811298321813386,DC57737_2025_OL18A_47,5,1
