F_RING,YEAR,SEX,EXP.INC,EXP.NEST,GROUP,D2_MASS,D8_MASS,D12_MASS,D12_RTARS,Early.g,Late.g,Growth,D12_SMI,D12_SURV,BS_sc,incubation_temperature_sc,nestling_temperature_sc
DC54919,2022,F,Control,Control,CONCON,2.3,13.4,13.1,16.9,1.8500000000000003,-0.07500000000000018,1.08,12.976907943211717,1,-2.403914351292978,0.026503138324928628,1.3227489820219906
DC54919,2022,F,Control,Control,CONCON,1.3,12.5,13.2,16.4,1.8666666666666665,0.17499999999999982,1.19,14.20720397961756,1,-2.403914351292978,0.026503138324928628,1.3227489820219906
FA16A_2022,2022,M,Control,Heated,CONEXP,2.8,14,15.9,17.6,1.8666666666666665,0.4750000000000001,1.31,14.079917356075185,1,-1.5467571390068036,-0.6101111224550484,1.380285010728811
FA16A_2022,2022,M,Control,Heated,CONEXP,2.1,13.2,15.3,17.6,1.8499999999999999,0.5250000000000004,1.32,13.548599719996876,1,-1.5467571390068036,-0.6101111224550484,1.380285010728811
FA16A_2022,2022,F,Control,Heated,CONEXP,2.9,13.7,14.9,17.1,1.7999999999999998,0.30000000000000027,1.2,14.287950893889048,1,-1.5467571390068036,-0.6101111224550484,1.380285010728811
FA16A_2022,2022,M,Control,Heated,CONEXP,3.4,14.7,15.7,17.4,1.883333333333333,0.25,1.23,14.34879897179634,1,-1.5467571390068036,-0.6101111224550484,1.380285010728811
DC54920,2022,F,Heated,Control,EXPCON,1.9,11.9,15.3,17.8,1.6666666666666667,0.8500000000000001,1.34,13.132168492904757,1,-1.5467571390068036,-0.4780662502632047,1.3697601299872701
DC54920,2022,F,Heated,Control,EXPCON,2.1,13.5,16.2,17.8,1.9000000000000001,0.6749999999999998,1.41,13.90464899248739,1,-1.5467571390068036,-0.4780662502632047,1.3697601299872701
DC54920,2022,F,Heated,Control,EXPCON,2,12.8,15.6,18.1,1.8,0.6999999999999997,1.3599999999999999,12.785439340319195,1,-1.5467571390068036,-0.4780662502632047,1.3697601299872701
DC54920,2022,F,Heated,Control,EXPCON,2,11.9,15,16.2,1.6500000000000001,0.7749999999999999,1.3,16.70122879100273,1,-1.5467571390068036,-0.4780662502632047,1.3697601299872701
DC54913,2022,M,Heated,Control,EXPCON,3.9,8.9,NA,NA,0.8333333333333334,NA,NA,NA,0,-1.5467571390068036,0.2533636577254539,1.3227489820219906
DC54913,2022,F,Heated,Control,EXPCON,4,9.2,NA,NA,0.8666666666666666,NA,NA,NA,0,-1.5467571390068036,0.2533636577254539,1.3227489820219906
DC54913,2022,F,Heated,Control,EXPCON,4.7,9.7,NA,NA,0.8333333333333331,NA,NA,NA,0,-1.5467571390068036,0.2533636577254539,1.3227489820219906
DC54913,2022,F,Heated,Control,EXPCON,5.1,10.3,12,15.4,0.8666666666666668,0.4249999999999998,0.6900000000000001,15.367533441499981,1,-1.5467571390068036,0.2533636577254539,1.3227489820219906
DC54211,2022,F,Control,Control,CONCON,2.1,10.4,13.2,15.4,1.3833333333333335,0.6999999999999997,1.1099999999999999,16.90428678564998,1,-3.261071563579153,0.2533636577254539,1.3227489820219906
DC54211,2022,M,Control,Control,CONCON,2.4,9.6,10.1,15.9,1.2,0.125,0.7699999999999999,11.841497229221824,1,-3.261071563579153,0.2533636577254539,1.3227489820219906
DC54203,2022,F,Control,Control,CONCON,3.6,13.8,15.3,17.1,1.7000000000000002,0.375,1.1700000000000002,14.671520045402849,1,-0.6895999267206288,-0.5958238131594215,1.110146365502497
DC54203,2022,M,Control,Control,CONCON,3.6,13.9,14.7,16.8,1.7166666666666668,0.19999999999999973,1.1099999999999999,14.802605241379286,1,-0.6895999267206288,-0.5958238131594215,1.110146365502497
DC54203,2022,F,Control,Control,CONCON,3.6,13.9,15.5,17,1.7166666666666668,0.3999999999999999,1.19,15.106113491079165,1,-0.6895999267206288,-0.5958238131594215,1.110146365502497
DC54203,2022,M,Control,Control,CONCON,3.9,14.9,14.4,17.4,1.8333333333333333,-0.125,1.05,13.160681859481993,1,-0.6895999267206288,-0.5958238131594215,1.110146365502497
DC54203,2022,M,Control,Control,CONCON,2.9,12.9,14.2,17.2,1.6666666666666667,0.32499999999999973,1.13,13.399102050445052,1,-0.6895999267206288,-0.5958238131594215,1.110146365502497
DC57100,2022,F,Control,Control,CONCON,3.2,13.7,15.6,17.7,1.75,0.4750000000000001,1.2399999999999998,13.59970371928278,1,-0.6895999267206288,-0.46641313098396736,1.3171357171580038
DC57100,2022,M,Control,Control,CONCON,3.3,13.6,15.5,16.8,1.7166666666666668,0.4750000000000001,1.22,15.608189200093806,1,-0.6895999267206288,-0.46641313098396736,1.3171357171580038
DC57100,2022,F,Control,Control,CONCON,2.9,12.4,NA,NA,1.5833333333333333,NA,NA,NA,0,-0.6895999267206288,-0.46641313098396736,1.3171357171580038
DC57100,2022,F,Control,Control,CONCON,3.1,12.4,15.1,16.7,1.55,0.6749999999999998,1.2,15.458280287244945,1,-0.6895999267206288,-0.46641313098396736,1.3171357171580038
DC57100,2022,M,Control,Control,CONCON,2.7,12.3,13.5,16.8,1.6000000000000003,0.2999999999999998,1.08,13.594229303307507,1,-0.6895999267206288,-0.46641313098396736,1.3171357171580038
DC54914,2022,F,Heated,Heated,EXPEXP,3.5,14.2,13.8,15.2,1.7833333333333332,-0.09999999999999964,1.03,18.32258601924205,1,-2.403914351292978,-0.6101111224550484,1.380285010728811
DC54914,2022,F,Heated,Heated,EXPEXP,2,11.5,14.2,15.6,1.5833333333333333,0.6749999999999998,1.22,17.548051198803737,1,-2.403914351292978,-0.6101111224550484,1.380285010728811
DC54914,2022,M,Heated,Heated,EXPEXP,2.7,12.8,14,15,1.6833333333333336,0.2999999999999998,1.1300000000000001,19.28094127137288,1,-2.403914351292978,-0.6101111224550484,1.380285010728811
DC53101,2022,F,Heated,Heated,EXPEXP,4.1,14.4,15.4,18,1.7166666666666668,0.25,1.1300000000000001,12.816199506261889,1,-3.261071563579153,-0.5958238131594215,1.110146365502497
DC53101,2022,F,Heated,Heated,EXPEXP,3.8,13.7,12.1,16.9,1.6499999999999997,-0.3999999999999999,0.8300000000000001,11.986304283424564,1,-3.261071563579153,-0.5958238131594215,1.110146365502497
DC55275,2022,M,Control,Heated,CONEXP,3.2,12.2,12.2,16.3,1.5,0,0.9,13.354670452604292,1,-1.5467571390068036,-0.34244680783168113,1.3697601299872701
DC55275,2022,F,Control,Heated,CONEXP,1.2,10.5,11.2,17,1.55,0.17499999999999982,1,10.915385232263654,1,-1.5467571390068036,-0.34244680783168113,1.3697601299872701
DC55275,2022,M,Control,Heated,CONEXP,1.2,12.3,12,16.5,1.8500000000000003,-0.07500000000000018,1.08,12.700531110969152,1,-1.5467571390068036,-0.34244680783168113,1.3697601299872701
DC54220,2022,M,Heated,Heated,EXPEXP,2.1,12.8,15,16,1.7833333333333334,0.5499999999999998,1.29,17.28437976585783,1,-2.403914351292978,-0.6101111224550484,1.380285010728811
DC54220,2022,M,Heated,Heated,EXPEXP,2.3,11.9,14.1,15.4,1.6000000000000003,0.5499999999999998,1.1800000000000002,18.056851793762476,1,-2.403914351292978,-0.6101111224550484,1.380285010728811
DC54220,2022,F,Heated,Heated,EXPEXP,2.4,12.8,15.3,15.4,1.7333333333333334,0.625,1.29,19.593605137912476,1,-2.403914351292978,-0.6101111224550484,1.380285010728811
FO75A_2022,2022,M,Control,Heated,CONEXP,3.26,11.4,14.6,17.9,1.3566666666666667,0.7999999999999998,1.134,12.338884772576511,1,-0.6895999267206288,-0.657724483082496,0.950869819920266
FO75A_2022,2022,M,Control,Heated,CONEXP,2.45,10.3,16.8,17.2,1.3083333333333333,1.625,1.435,15.852458763906823,1,-0.6895999267206288,-0.657724483082496,0.950869819920266
FO75A_2022,2022,M,Control,Heated,CONEXP,3.29,11.7,15.8,17.4,1.4016666666666666,1.0250000000000004,1.2510000000000001,14.440192595820522,1,-0.6895999267206288,-0.657724483082496,0.950869819920266
FO75A_2022,2022,M,Control,Heated,CONEXP,4.4,13,17.5,18.1,1.4333333333333333,1.125,1.31,14.34264028561448,1,-0.6895999267206288,-0.657724483082496,0.950869819920266
FO75A_2022,2022,M,Control,Heated,CONEXP,3.7,12.3,16.8,17.4,1.4333333333333336,1.125,1.31,15.354128836062326,1,-0.6895999267206288,-0.657724483082496,0.950869819920266
DC54927,2022,F,Heated,Heated,EXPEXP,2.9,10.5,NA,NA,1.2666666666666666,NA,NA,NA,0,0.16755728556554597,0.46869616603356906,NA
DC54927,2022,F,Heated,Heated,EXPEXP,2,NA,NA,NA,NA,NA,NA,NA,0,0.16755728556554597,0.46869616603356906,NA
DC54927,2022,M,Heated,Heated,EXPEXP,2.7,10.5,NA,NA,1.3,NA,NA,NA,0,0.16755728556554597,0.46869616603356906,NA
DC54927,2022,F,Heated,Heated,EXPEXP,3.1,9.6,NA,NA,1.0833333333333333,NA,NA,NA,0,0.16755728556554597,0.46869616603356906,NA
DC54927,2022,F,Heated,Heated,EXPEXP,2.7,9.3,NA,NA,1.1,NA,NA,NA,0,0.16755728556554597,0.46869616603356906,NA
DC54927,2022,M,Heated,Heated,EXPEXP,3,11.2,NA,NA,1.3666666666666665,NA,NA,NA,0,0.16755728556554597,0.46869616603356906,NA
DC54917,2022,F,Heated,Heated,EXPEXP,3.6,13.9,15.2,16.7,1.7166666666666668,0.32499999999999973,1.16,15.560653004379017,1,0.16755728556554597,-0.6101111224550484,1.380285010728811
DC54917,2022,M,Heated,Heated,EXPEXP,4.4,14.4,15.7,17.2,1.6666666666666667,0.32499999999999973,1.13,14.814500154365303,1,0.16755728556554597,-0.6101111224550484,1.380285010728811
DC54917,2022,F,Heated,Heated,EXPEXP,3,NA,NA,NA,NA,NA,NA,NA,0,0.16755728556554597,-0.6101111224550484,1.380285010728811
DC54917,2022,M,Heated,Heated,EXPEXP,4.5,NA,NA,NA,NA,NA,NA,NA,0,0.16755728556554597,-0.6101111224550484,1.380285010728811
DC54917,2022,F,Heated,Heated,EXPEXP,4,13.9,14.3,17.7,1.6500000000000001,0.10000000000000009,1.03,12.466395076009217,1,0.16755728556554597,-0.6101111224550484,1.380285010728811
DC54917,2022,F,Heated,Heated,EXPEXP,4.4,15.3,16.7,17.2,1.8166666666666667,0.34999999999999964,1.23,15.758098890312137,1,0.16755728556554597,-0.6101111224550484,1.380285010728811
DD81925,2022,M,Control,Control,CONCON,3.8,11.3,14.5,15.9,1.2500000000000002,0.7999999999999998,1.0699999999999998,17.000169289476876,1,-0.6895999267206288,-0.2829944462129558,1.3557269495841744
DD81925,2022,M,Control,Control,CONCON,1.2,NA,NA,NA,NA,NA,NA,NA,0,-0.6895999267206288,-0.2829944462129558,1.3557269495841744
DD81925,2022,F,Control,Control,CONCON,1.2,NA,NA,NA,NA,NA,NA,NA,0,-0.6895999267206288,-0.2829944462129558,1.3557269495841744
DD81925,2022,F,Control,Control,CONCON,1.2,13.1,14.6,15.8,1.9833333333333334,0.375,1.34,17.41840021538902,1,-0.6895999267206288,-0.2829944462129558,1.3557269495841744
DD81925,2022,M,Control,Control,CONCON,3.5,12.9,14.3,15.9,1.5666666666666667,0.3500000000000001,1.08,16.76568419582892,1,-0.6895999267206288,-0.2829944462129558,1.3557269495841744
DC54207,2022,F,Heated,Heated,EXPEXP,1.7,7.7,NA,NA,1,NA,NA,NA,0,1.0247144978517206,-0.15966082229936285,NA
DC54207,2022,F,Heated,Heated,EXPEXP,2.4,10.1,NA,NA,1.2833333333333332,NA,NA,NA,0,1.0247144978517206,-0.15966082229936285,NA
DC54207,2022,M,Heated,Heated,EXPEXP,2.4,9.3,NA,NA,1.1500000000000001,NA,NA,NA,0,1.0247144978517206,-0.15966082229936285,NA
DC54207,2022,M,Heated,Heated,EXPEXP,2.4,7.8,NA,NA,0.9,NA,NA,NA,0,1.0247144978517206,-0.15966082229936285,NA
DC54207,2022,M,Heated,Heated,EXPEXP,2.4,8.1,NA,NA,0.9499999999999998,NA,NA,NA,0,1.0247144978517206,-0.15966082229936285,NA
DC54207,2022,M,Heated,Heated,EXPEXP,2.4,NA,NA,NA,NA,NA,NA,NA,0,1.0247144978517206,-0.15966082229936285,NA
DC54924,2022,M,Control,Control,CONCON,3.9,13.3,12,NA,1.5666666666666667,-0.3250000000000002,0.8099999999999999,NA,1,1.0247144978517206,-0.28427057013658974,1.3557269495841744
DC54924,2022,F,Control,Control,CONCON,3.7,13.1,10.5,16.5,1.5666666666666664,-0.6499999999999999,0.6799999999999999,11.112964722098008,1,1.0247144978517206,-0.28427057013658974,1.3557269495841744
DC54924,2022,F,Control,Control,CONCON,4.1,13,8.9,16,1.4833333333333334,-1.025,0.4800000000000001,10.255398661075647,1,1.0247144978517206,-0.28427057013658974,1.3557269495841744
DC54924,2022,M,Control,Control,CONCON,3.8,13.7,11.6,16.8,1.6499999999999997,-0.5249999999999999,0.78,11.680967401360524,1,1.0247144978517206,-0.28427057013658974,1.3557269495841744
DC54924,2022,F,Control,Control,CONCON,3.2,11.8,12.6,16,1.4333333333333336,0.19999999999999973,0.9399999999999998,14.51887900332058,1,1.0247144978517206,-0.28427057013658974,1.3557269495841744
DC54924,2022,M,Control,Control,CONCON,3.7,13,9.9,15.8,1.55,-0.7749999999999999,0.62,11.811106995366528,1,1.0247144978517206,-0.28427057013658974,1.3557269495841744
DC54924,2022,F,Control,Control,CONCON,4.2,13.9,NA,NA,1.6166666666666665,NA,NA,NA,0,1.0247144978517206,-0.28427057013658974,1.3557269495841744
DD81922,2022,M,Control,Heated,CONEXP,3.4,9.7,9.3,14.2,1.0499999999999998,-0.09999999999999964,0.5900000000000001,14.902040880790548,1,-2.403914351292978,0.19690321518667872,1.4076497043054428
DD81922,2022,F,Control,Heated,CONEXP,4.2,10,10,15,0.9666666666666667,0,0.58,13.772100908123484,1,-2.403914351292978,0.19690321518667872,1.4076497043054428
DD81951,2022,F,Control,Heated,CONEXP,2.3,13.4,15.3,16.9,1.8500000000000003,0.4750000000000001,1.3,15.156235994743458,1,-2.403914351292978,-0.15966082229936285,1.278544484731835
DD81951,2022,F,Control,Heated,CONEXP,2,12,14.7,15.6,1.6666666666666667,0.6749999999999998,1.27,18.165940325522175,1,-2.403914351292978,-0.15966082229936285,1.278544484731835
DD81951,2022,F,Control,Heated,CONEXP,3.1,14.1,15.4,16.6,1.8333333333333333,0.3250000000000002,1.23,16.02918282799334,1,-2.403914351292978,-0.15966082229936285,1.278544484731835
CV44014,2022,F,Control,Heated,CONEXP,3,11.6,13.7,16.6,1.4333333333333333,0.5249999999999999,1.0699999999999998,14.259727580747318,1,-2.403914351292978,0.2533636577254539,1.3227489820219906
CV44014,2022,F,Control,Heated,CONEXP,2.6,10.9,12.2,16.5,1.3833333333333335,0.32499999999999973,0.96,12.912206629485302,1,-2.403914351292978,0.2533636577254539,1.3227489820219906
CV44014,2022,M,Control,Heated,CONEXP,3.1,11.8,13.3,16.9,1.4500000000000002,0.375,1.02,13.17502867516915,1,-2.403914351292978,0.2533636577254539,1.3227489820219906
DC54923,2022,F,Control,Heated,CONEXP,3.3,11.7,12.5,16.4,1.3999999999999997,0.20000000000000018,0.9199999999999999,13.453791647365115,1,-0.6895999267206288,-0.2829944462129558,1.3557269495841744
DC54923,2022,M,Control,Heated,CONEXP,3.3,12.2,13.2,17.3,1.4833333333333332,0.25,0.9899999999999999,12.257601840760264,1,-0.6895999267206288,-0.2829944462129558,1.3557269495841744
DC54923,2022,F,Control,Heated,CONEXP,2,10.7,13.3,17.1,1.45,0.6500000000000004,1.1300000000000001,12.75367428783385,1,-0.6895999267206288,-0.2829944462129558,1.3557269495841744
DC54923,2022,M,Control,Heated,CONEXP,2.7,11.4,11.8,17.4,1.45,0.10000000000000009,0.9100000000000001,10.7844476348533,1,-0.6895999267206288,-0.2829944462129558,1.3557269495841744
DC54923,2022,F,Control,Heated,CONEXP,2.4,12,11.2,17.1,1.5999999999999999,-0.20000000000000018,0.8799999999999999,10.739936242386397,1,-0.6895999267206288,-0.2829944462129558,1.3557269495841744
DC53145,2022,F,Heated,Heated,EXPEXP,NA,NA,15.5,18,NA,NA,NA,12.899421580977874,1,-0.6895999267206288,0.09974264072468446,1.3227489820219906
DC53145,2022,M,Heated,Heated,EXPEXP,NA,NA,14.3,17.6,NA,NA,NA,12.663070326533028,1,-0.6895999267206288,0.09974264072468446,1.3227489820219906
DC53145,2022,F,Heated,Heated,EXPEXP,NA,NA,15.5,17,NA,NA,NA,15.106113491079165,1,-0.6895999267206288,0.09974264072468446,1.3227489820219906
DC53145,2022,F,Heated,Heated,EXPEXP,NA,NA,15.5,17.3,NA,NA,NA,14.393396100892735,1,-0.6895999267206288,0.09974264072468446,1.3227489820219906
DC53145,2022,F,Heated,Heated,EXPEXP,NA,NA,14.5,18,NA,NA,NA,12.067200833818012,1,-0.6895999267206288,0.09974264072468446,1.3227489820219906
DC54778,2023,F,Control,Control,CONCON,NA,NA,NA,NA,NA,NA,NA,NA,0,0.16755728556554597,-0.4299238536966857,0.2758740450300435
DC54778,2023,M,Control,Control,CONCON,NA,9.6,15.1,16.5,NA,1.375,NA,15.981501647969514,1,0.16755728556554597,-0.4299238536966857,0.2758740450300435
DC54778,2023,M,Control,Control,CONCON,NA,12.1,15.2,16.8,NA,0.7749999999999999,NA,15.30609521557586,1,0.16755728556554597,-0.4299238536966857,0.2758740450300435
DC54778,2023,F,Control,Control,CONCON,NA,11.2,14.6,16.6,NA,0.8500000000000001,NA,15.196498005759917,1,0.16755728556554597,-0.4299238536966857,0.2758740450300435
DC54778,2023,M,Control,Control,CONCON,NA,10,14.1,16.7,NA,1.025,NA,14.434553115904219,1,0.16755728556554597,-0.4299238536966857,0.2758740450300435
DC54778,2023,M,Control,Control,CONCON,NA,12.6,15.2,16.9,NA,0.6499999999999999,NA,15.05717562876474,1,0.16755728556554597,-0.4299238536966857,0.2758740450300435
DD85019,2023,F,Control,Control,CONCON,3.5,13.3,14.5,16.3,1.6333333333333335,0.2999999999999998,1.1,15.872354226455922,1,-1.5467571390068036,-0.3475941993059194,1.1052347587465081
DD85019,2023,M,Control,Control,CONCON,3.5,14.3,16.1,17.3,1.8,0.4500000000000002,1.2600000000000002,14.950559820927294,1,-1.5467571390068036,-0.3475941993059194,1.1052347587465081
DD85019,2023,F,Control,Control,CONCON,3.4,13.8,15,16.8,1.7333333333333334,0.2999999999999998,1.16,15.104699225897232,1,-1.5467571390068036,-0.3475941993059194,1.1052347587465081
DC57156,2023,M,Control,Control,CONCON,3.7,13.9,15.4,16.8,1.7,0.375,1.17,15.50749120525449,1,0.16755728556554597,-0.5015869677201874,1.1052347587465081
DC57156,2023,F,Control,Control,CONCON,3.7,13.8,14.7,17,1.6833333333333336,0.22499999999999964,1.1,14.326443117346045,1,0.16755728556554597,-0.5015869677201874,1.1052347587465081
DC57156,2023,M,Control,Control,CONCON,3.6,14.1,14.8,16.2,1.75,0.17500000000000027,1.12,16.478545740456028,1,0.16755728556554597,-0.5015869677201874,1.1052347587465081
DC57156,2023,F,Control,Control,CONCON,3.5,14.2,14.9,17.5,1.7833333333333332,0.17500000000000027,1.1400000000000001,13.403743810552854,1,0.16755728556554597,-0.5015869677201874,1.1052347587465081
DC57156,2023,M,Control,Control,CONCON,3,13.1,14.9,16.6,1.6833333333333333,0.4500000000000002,1.19,15.508754814097449,1,0.16755728556554597,-0.5015869677201874,1.1052347587465081
DC57156,2023,F,Control,Control,CONCON,1.6,NA,NA,NA,NA,NA,NA,NA,0,0.16755728556554597,-0.5015869677201874,1.1052347587465081
DD85025,2023,F,Heated,Heated,EXPEXP,3.3,11.5,14.3,17,1.3666666666666665,0.7000000000000002,1.1,13.936607930479488,1,0.16755728556554597,-0.5015869677201874,1.1052347587465081
DD85025,2023,F,Heated,Heated,EXPEXP,3.8,12.6,15.4,16.2,1.4666666666666668,0.7000000000000002,1.1600000000000001,17.146594892096136,1,0.16755728556554597,-0.5015869677201874,1.1052347587465081
DD85025,2023,F,Heated,Heated,EXPEXP,3.5,10.9,14.1,16.6,1.2333333333333334,0.7999999999999998,1.06,14.67606999186403,1,0.16755728556554597,-0.5015869677201874,1.1052347587465081
DD85025,2023,F,Heated,Heated,EXPEXP,3.3,11.8,14.8,16.9,1.4166666666666667,0.75,1.15,14.66093416484988,1,0.16755728556554597,-0.5015869677201874,1.1052347587465081
DD85025,2023,M,Heated,Heated,EXPEXP,2.2,9.1,13.6,16.9,1.15,1.125,1.14,13.472209773105295,1,0.16755728556554597,-0.5015869677201874,1.1052347587465081
DD85025,2023,F,Heated,Heated,EXPEXP,3,10.8,13.5,16.6,1.3,0.6749999999999998,1.05,14.051556375188964,1,0.16755728556554597,-0.5015869677201874,1.1052347587465081
DC54928,2023,F,Heated,Control,EXPCON,2.5,11.5,13.6,16.6,1.5,0.5249999999999999,1.1099999999999999,14.155641977968141,1,-3.261071563579153,-0.40035495140760524,1.1627707783317633
DC54928,2023,F,Heated,Control,EXPCON,3,14.7,15.6,16.3,1.95,0.2250000000000001,1.26,17.07646385742844,1,-3.261071563579153,-0.40035495140760524,1.1627707783317633
DA78250,2023,F,Control,Heated,CONEXP,2.6,11.1,13,17,1.4166666666666667,0.4750000000000001,1.04,12.669643573163171,1,-0.6895999267206288,-0.46185966860229993,0.9312233655316181
DA78250,2023,F,Control,Heated,CONEXP,3.6,12.5,13.4,16.7,1.4833333333333334,0.2250000000000001,0.9800000000000001,13.717944095965713,1,-0.6895999267206288,-0.46185966860229993,0.9312233655316181
DA78250,2023,F,Control,Heated,CONEXP,3.3,13,13.8,17.1,1.6166666666666665,0.20000000000000018,1.05,13.233135727226099,1,-0.6895999267206288,-0.46185966860229993,0.9312233655316181
DA78250,2023,M,Control,Heated,CONEXP,3.2,13.7,14.8,16.8,1.75,0.27500000000000036,1.1600000000000001,14.903303236218603,1,-0.6895999267206288,-0.46185966860229993,0.9312233655316181
DA78250,2023,M,Control,Heated,CONEXP,3.3,12.8,14,16.8,1.5833333333333333,0.2999999999999998,1.0699999999999998,14.097719277504083,1,-0.6895999267206288,-0.46185966860229993,0.9312233655316181
DD85028,2023,M,Heated,Heated,EXPEXP,1.3,9.5,13,16.7,1.3666666666666665,0.875,1.17,13.308453227429421,1,-0.6895999267206288,-0.4761799769612693,1.1627707783317633
DD85028,2023,F,Heated,Heated,EXPEXP,3.2,12.9,14.6,17.4,1.6166666666666665,0.4249999999999998,1.14,13.343469107530353,1,-0.6895999267206288,-0.4761799769612693,1.1627707783317633
DD85028,2023,F,Heated,Heated,EXPEXP,3.3,13.3,14.3,17.1,1.6666666666666667,0.25,1.1,13.71259716661835,1,-0.6895999267206288,-0.4761799769612693,1.1627707783317633
DD85028,2023,F,Heated,Heated,EXPEXP,3.3,12.8,14.3,17.1,1.5833333333333333,0.375,1.1,13.71259716661835,1,-0.6895999267206288,-0.4761799769612693,1.1627707783317633
DD85028,2023,M,Heated,Heated,EXPEXP,3.2,12.7,13.7,16.9,1.5833333333333333,0.25,1.05,13.57127013908401,1,-0.6895999267206288,-0.4761799769612693,1.1627707783317633
DD82920,2023,F,Heated,Heated,EXPEXP,1.7,9.8,12.6,16.5,1.3500000000000003,0.6999999999999997,1.09,13.335557666517609,1,1.0247144978517206,-0.32829148277884784,1.4757106046322355
