F_RING,YEAR,SEX,EXP.INC,EXP.NEST,GROUP,D2_MASS,D8_MASS,D12_MASS,D12_RTARS,Early.g,Late.g,Growth,D12_SMI,D12_SURV,BS_sc,incubation_temperature_sc,nestling_temperature_sc
CR02373,2025,F,Heated,Heated,EXPEXP,3.2,11.5,14.1,15.4,1.3833333333333335,0.6499999999999999,1.0899999999999999,18.04037183752097,1,-0.6884622210654885,-1.1854206385572854,-1.2462401670392236
CR02373,2025,M,Heated,Heated,EXPEXP,3.6,13.2,14,17.2,1.5999999999999999,0.20000000000000018,1.04,13.217469068523025,1,-0.6884622210654885,-1.1854206385572854,-1.2462401670392236
CR02373,2025,F,Heated,Heated,EXPEXP,3.5,12.3,14.5,16.6,1.4666666666666668,0.5499999999999998,1.1,15.093480311737322,1,-0.6884622210654885,-1.1854206385572854,-1.2462401670392236
CR02373,2025,F,Heated,Heated,EXPEXP,3.6,13.3,15,16.8,1.616666666666667,0.4249999999999998,1.1400000000000001,15.108140231601096,1,-0.6884622210654885,-1.1854206385572854,-1.2462401670392236
CR02371,2025,F,Control,Control,CONCON,2.2,10.3,10.9,15.8,1.3500000000000003,0.1499999999999999,0.8699999999999999,12.99664856557514,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR02371,2025,M,Control,Control,CONCON,3.4,14.2,14.3,16.5,1.7999999999999998,0.025000000000000355,1.09,15.134671385091364,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR02371,2025,F,Control,Control,CONCON,3,13.2,12.5,17,1.7,-0.17499999999999982,0.95,12.187015772286031,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR02371,2025,M,Control,Control,CONCON,2.9,13,12.6,16.2,1.6833333333333333,-0.10000000000000009,0.97,14.025538560059307,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR02371,2025,F,Control,Control,CONCON,2.8,11.7,11.7,16.6,1.4833333333333332,0,0.8899999999999999,12.17887721705701,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR02371,2025,F,Control,Control,CONCON,3.4,12.6,12.2,17.1,1.5333333333333332,-0.10000000000000009,0.8799999999999999,11.704240158184447,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR02371,2025,F,Control,Control,CONCON,2.7,12.4,12.9,16.5,1.6166666666666665,0.125,1.02,13.65295530543207,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR02372,2025,M,Heated,Heated,EXPEXP,3.1,13.4,14,17,1.7166666666666668,0.1499999999999999,1.09,13.649457664960355,1,0.1677520623159571,-1.2005572228204462,-1.328255293783015
CR02372,2025,F,Heated,Heated,EXPEXP,2.6,13.2,13.8,17.1,1.7666666666666666,0.15000000000000036,1.12,13.239222474011918,1,0.1677520623159571,-1.2005572228204462,-1.328255293783015
CR02372,2025,M,Heated,Heated,EXPEXP,2.8,13.3,14.8,17,1.75,0.375,1.2,14.429426674386661,1,0.1677520623159571,-1.2005572228204462,-1.328255293783015
CR02372,2025,M,Heated,Heated,EXPEXP,2.8,12.6,13.2,17.4,1.6333333333333335,0.1499999999999999,1.0399999999999998,12.072259938790035,1,0.1677520623159571,-1.2005572228204462,-1.328255293783015
DC54747,2025,F,Heated,Heated,EXPEXP,3.8,13.7,14.6,18,1.6499999999999997,0.2250000000000001,1.08,12.16418986200318,1,1.0239663456974026,-1.34265603465283,-1.2269393909596942
DC54747,2025,F,Heated,Heated,EXPEXP,3.9,14,15.1,17.9,1.6833333333333333,0.2749999999999999,1.1199999999999999,12.77497539535871,1,1.0239663456974026,-1.34265603465283,-1.2269393909596942
DC54747,2025,M,Heated,Heated,EXPEXP,3.2,13.3,15.1,18,1.6833333333333336,0.44999999999999973,1.19,12.580771706592332,1,1.0239663456974026,-1.34265603465283,-1.2269393909596942
DC54747,2025,M,Heated,Heated,EXPEXP,3.7,14.4,15.5,17.6,1.7833333333333332,0.2749999999999999,1.1800000000000002,13.737209033466677,1,1.0239663456974026,-1.34265603465283,-1.2269393909596942
DC54747,2025,F,Heated,Heated,EXPEXP,3.9,15.1,15.9,17.3,1.8666666666666665,0.20000000000000018,1.2,14.773882166357021,1,1.0239663456974026,-1.34265603465283,-1.2269393909596942
DC54747,2025,F,Heated,Heated,EXPEXP,3.3,13.4,14.9,18.1,1.6833333333333336,0.375,1.1600000000000001,12.226458265817513,1,1.0239663456974026,-1.34265603465283,-1.2269393909596942
DC54747,2025,M,Heated,Heated,EXPEXP,3.3,14.2,15.4,17.4,1.8166666666666664,0.30000000000000027,1.2100000000000002,14.08430326192171,1,1.0239663456974026,-1.34265603465283,-1.2269393909596942
DD83375,2025,M,Control,Control,CONCON,2.4,13.6,14.7,17,1.8666666666666665,0.2749999999999999,1.23,14.331930548208371,1,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
DD83375,2025,F,Control,Control,CONCON,2.2,12.8,14.8,17.3,1.7666666666666668,0.5,1.2600000000000002,13.75178968943924,1,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
DD83375,2025,M,Control,Control,CONCON,2.5,12.5,13.6,18,1.6666666666666667,0.2749999999999999,1.1099999999999999,11.331026172824881,1,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
DD83375,2025,M,Control,Control,CONCON,2.8,13.3,14.3,17.3,1.75,0.25,1.15,13.287202199931158,1,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
DD83375,2025,M,Control,Control,CONCON,2.6,NA,NA,NA,NA,NA,NA,NA,0,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
DD83375,2025,M,Control,Control,CONCON,2.1,12.3,13.6,17.2,1.7000000000000002,0.32499999999999973,1.15,12.839827095136654,1,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
DD83375,2025,M,Control,Control,CONCON,3,NA,NA,NA,NA,NA,NA,NA,0,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
DD85089,2025,M,Control,Heated,CONEXP,3.2,NA,NA,NA,NA,NA,NA,NA,0,-2.40089078782838,-0.8611318265305106,NA
DD85089,2025,F,Control,Heated,CONEXP,3.1,NA,NA,NA,NA,NA,NA,NA,0,-2.40089078782838,-0.8611318265305106,NA
DD85089,2025,M,Control,Heated,CONEXP,2.8,NA,NA,NA,NA,NA,NA,NA,0,-2.40089078782838,-0.8611318265305106,NA
CR02088,2025,M,Heated,Control,EXPCON,3,13.7,14.3,18,1.7833333333333332,0.15000000000000036,1.1300000000000001,11.914240755249692,1,0.1677520623159571,-0.9992295477453915,-1.1185722946914682
CR02088,2025,M,Heated,Control,EXPCON,2.2,13.6,14.9,18,1.8999999999999997,0.3250000000000002,1.27,12.41413896875667,1,0.1677520623159571,-0.9992295477453915,-1.1185722946914682
CR02088,2025,F,Heated,Control,EXPCON,2.7,12.7,13.4,18,1.6666666666666667,0.17500000000000027,1.0699999999999998,11.164393434989222,1,0.1677520623159571,-0.9992295477453915,-1.1185722946914682
CR02088,2025,M,Heated,Control,EXPCON,3.1,14.3,13.7,17.8,1.866666666666667,-0.15000000000000036,1.06,11.77046861575514,1,0.1677520623159571,-0.9992295477453915,-1.1185722946914682
CR02088,2025,F,Heated,Control,EXPCON,3,14.2,15,17.6,1.8666666666666665,0.20000000000000018,1.2,13.294073258193558,1,0.1677520623159571,-0.9992295477453915,-1.1185722946914682
CR02088,2025,M,Heated,Control,EXPCON,2.6,13.7,13.8,17.6,1.8499999999999999,0.025000000000000355,1.12,12.230547397538073,1,0.1677520623159571,-0.9992295477453915,-1.1185722946914682
DC57737,2025,M,Control,Heated,CONEXP,4.4,13.7,13.5,17,1.5499999999999998,-0.04999999999999982,0.9099999999999999,13.161977034068913,1,0.1677520623159571,-0.5532445066956861,-0.6844336218232994
DC57737,2025,M,Control,Heated,CONEXP,5,13.8,13.7,17.1,1.4666666666666668,-0.025000000000000355,0.8699999999999999,13.1432860792727,1,0.1677520623159571,-0.5532445066956861,-0.6844336218232994
DC57737,2025,M,Control,Heated,CONEXP,5.3,14.6,14,17.3,1.55,-0.1499999999999999,0.8699999999999999,13.008449706226308,1,0.1677520623159571,-0.5532445066956861,-0.6844336218232994
DC57737,2025,M,Control,Heated,CONEXP,5.3,15,15.4,17.1,1.6166666666666665,0.10000000000000009,1.0100000000000002,14.774204789839386,1,0.1677520623159571,-0.5532445066956861,-0.6844336218232994
DC57737,2025,M,Control,Heated,CONEXP,4.5,12.9,12.9,16.3,1.4000000000000001,0,0.8400000000000001,14.11854467899245,1,0.1677520623159571,-0.5532445066956861,-0.6844336218232994
DC57737,2025,F,Control,Heated,CONEXP,2.6,12.3,13,16.2,1.616666666666667,0.17499999999999982,1.04,14.470793752442141,1,0.1677520623159571,-0.5532445066956861,-0.6844336218232994
CR02086,2025,M,Heated,Heated,EXPEXP,4.8,15,15.4,18.2,1.7,0.10000000000000009,1.06,12.446740663430441,1,1.0239663456974026,-0.9414074056212558,-0.8193868492911646
CR02086,2025,F,Heated,Heated,EXPEXP,3.6,15.1,15.7,17.7,1.9166666666666667,0.1499999999999999,1.21,13.69936986107965,1,1.0239663456974026,-0.9414074056212558,-0.8193868492911646
CR02086,2025,M,Heated,Heated,EXPEXP,4.5,15.8,16.3,18.3,1.8833333333333335,0.125,1.1800000000000002,12.977143144240516,1,1.0239663456974026,-0.9414074056212558,-0.8193868492911646
CR02086,2025,M,Heated,Heated,EXPEXP,4.4,15.3,16.3,18.1,1.8166666666666667,0.25,1.19,13.375253002203053,1,1.0239663456974026,-0.9414074056212558,-0.8193868492911646
CR02086,2025,M,Heated,Heated,EXPEXP,4.5,14.7,14.9,18.1,1.7,0.050000000000000266,1.04,12.226458265817513,1,1.0239663456974026,-0.9414074056212558,-0.8193868492911646
CR02086,2025,F,Heated,Heated,EXPEXP,3.6,14.3,15.3,17.5,1.7833333333333334,0.25,1.1700000000000002,13.774081918368617,1,1.0239663456974026,-0.9414074056212558,-0.8193868492911646
CR02086,2025,M,Heated,Heated,EXPEXP,3.5,15.3,16.3,18.1,1.9666666666666668,0.25,1.28,13.375253002203053,1,1.0239663456974026,-0.9414074056212558,-0.8193868492911646
DC57485,2025,M,Heated,Control,EXPCON,2.7,13.2,13.8,17.1,1.75,0.15000000000000036,1.11,13.239222474011918,1,0.1677520623159571,-1.0601910334207174,-1.1185722946914682
DC57485,2025,M,Heated,Control,EXPCON,2,12.2,14,17.1,1.7,0.4500000000000002,1.2,13.43109526349035,1,0.1677520623159571,-1.0601910334207174,-1.1185722946914682
DC57485,2025,M,Heated,Control,EXPCON,2.5,12.2,13.5,16.4,1.6166666666666665,0.3250000000000002,1.1,14.528813818572226,1,0.1677520623159571,-1.0601910334207174,-1.1185722946914682
DC57485,2025,F,Heated,Control,EXPCON,3,12.5,13.1,17.1,1.5833333333333333,0.1499999999999999,1.01,12.5676677108374,1,0.1677520623159571,-1.0601910334207174,-1.1185722946914682
DC57485,2025,M,Heated,Control,EXPCON,2.1,12.5,14.3,17.1,1.7333333333333334,0.4500000000000002,1.2200000000000002,13.718904447708002,1,0.1677520623159571,-1.0601910334207174,-1.1185722946914682
DC57485,2025,F,Heated,Control,EXPCON,2.9,13.1,14.4,17.5,1.7,0.3250000000000002,1.15,12.963841805523405,1,0.1677520623159571,-1.0601910334207174,-1.1185722946914682
DD83745,2025,F,Control,Control,CONCON,2.5,15.3,15.2,18.3,2.1333333333333333,-0.025000000000000355,1.27,12.101385017942075,1,-1.5446765044469342,-0.9992295477453915,-1.1185722946914682
DD83745,2025,F,Control,Control,CONCON,3.2,14,14.7,18.3,1.8,0.17499999999999982,1.15,11.703313142351876,1,-1.5446765044469342,-0.9992295477453915,-1.1185722946914682
DC54081,2025,F,Control,Heated,CONEXP,2.9,13.7,13.7,17.5,1.7999999999999998,0,1.0799999999999998,12.333655051088238,1,-0.6884622210654885,-1.0810020226339092,-1.1185722946914682
DC54081,2025,F,Control,Heated,CONEXP,3.2,NA,NA,NA,NA,NA,NA,NA,0,-0.6884622210654885,-1.0810020226339092,NA
DC54081,2025,M,Control,Heated,CONEXP,2.4,12.6,13.1,16.3,1.7,0.125,1.0699999999999998,14.337436844558225,1,-0.6884622210654885,-1.0810020226339092,-1.1185722946914682
DC54081,2025,M,Control,Heated,CONEXP,3.2,14.8,12.5,17.1,1.9333333333333336,-0.5750000000000002,0.93,11.9920493424021,1,-0.6884622210654885,-1.0810020226339092,-1.1185722946914682
DC54081,2025,F,Control,Heated,CONEXP,2,11.7,13.5,17.1,1.6166666666666665,0.4500000000000002,1.15,12.951413289794267,1,-0.6884622210654885,-1.0810020226339092,-1.1185722946914682
DC54216,2025,F,Control,Control,CONCON,4.1,16.1,NA,NA,2.0000000000000004,NA,NA,NA,0,-0.6884622210654885,-0.7673909062736275,NA
DC54216,2025,F,Control,Control,CONCON,2.7,13.1,17,17.16,1.7333333333333332,0.9750000000000001,1.4300000000000002,16.15286520274831,1,-0.6884622210654885,-0.7673909062736275,-1.3470739096858653
DC54216,2025,M,Control,Control,CONCON,3.3,14.7,15.7,16.78,1.8999999999999997,0.25,1.2399999999999998,15.865065951481851,1,-0.6884622210654885,-0.7673909062736275,-1.3470739096858653
DC54216,2025,M,Control,Control,CONCON,3.9,15.3,16.6,16.87,1.9000000000000001,0.3250000000000002,1.27,16.52960415604626,1,-0.6884622210654885,-0.7673909062736275,-1.3470739096858653
DC54216,2025,F,Control,Control,CONCON,3.3,14.7,15.8,16.63,1.8999999999999997,0.27500000000000036,1.25,16.36523633231229,1,-0.6884622210654885,-0.7673909062736275,-1.3470739096858653
DD82709,2025,M,Heated,Heated,EXPEXP,2.7,10.4,12.6,15.9,1.2833333333333334,0.5499999999999998,0.9899999999999999,14.765262904112245,1,0.1677520623159571,-1.34265603465283,-1.2269393909596942
DD82709,2025,M,Heated,Heated,EXPEXP,3.3,11.1,11.6,17,1.3,0.125,0.8300000000000001,11.309550636681436,1,0.1677520623159571,-1.34265603465283,-1.2269393909596942
DD82709,2025,M,Heated,Heated,EXPEXP,3.3,10.5,11.3,16.2,1.2,0.20000000000000018,0.8,12.578459184815094,1,0.1677520623159571,-1.34265603465283,-1.2269393909596942
DD82709,2025,M,Heated,Heated,EXPEXP,3,10.6,12.2,16.7,1.2666666666666666,0.3999999999999999,0.9199999999999999,12.491338868171553,1,0.1677520623159571,-1.34265603465283,-1.2269393909596942
DD82709,2025,M,Heated,Heated,EXPEXP,2.8,9.7,10.7,16.2,1.15,0.25,0.7899999999999999,11.910576396240838,1,0.1677520623159571,-1.34265603465283,-1.2269393909596942
DD82709,2025,M,Heated,Heated,EXPEXP,2.7,10,12.9,16.4,1.2166666666666666,0.7250000000000001,1.02,13.883088759969016,1,0.1677520623159571,-1.34265603465283,-1.2269393909596942
DC54077,2025,M,Heated,Control,EXPCON,2.2,10.4,13.4,16.6,1.3666666666666665,0.75,1.1199999999999999,13.94845766739863,1,0.1677520623159571,-1.6284239079495797,-1.2269393909596942
DC54077,2025,F,Heated,Control,EXPCON,3.2,11.8,13.5,17,1.4333333333333336,0.4249999999999998,1.03,13.161977034068913,1,0.1677520623159571,-1.6284239079495797,-1.2269393909596942
DC54077,2025,M,Heated,Control,EXPCON,2.8,11.4,12.9,17,1.4333333333333336,0.375,1.0100000000000002,12.577000276999184,1,0.1677520623159571,-1.6284239079495797,-1.2269393909596942
DC54077,2025,M,Heated,Control,EXPCON,1.8,8.9,11.2,16.3,1.1833333333333333,0.5749999999999997,0.9399999999999998,12.257961271683367,1,0.1677520623159571,-1.6284239079495797,-1.2269393909596942
DC54077,2025,M,Heated,Control,EXPCON,3.5,13.3,11.6,16.4,1.6333333333333335,-0.42500000000000027,0.8099999999999999,12.48401779966206,1,0.1677520623159571,-1.6284239079495797,-1.2269393909596942
DC54077,2025,F,Heated,Control,EXPCON,3.3,12.3,12.7,17.2,1.5,0.09999999999999964,0.9399999999999998,11.990132655017316,1,0.1677520623159571,-1.6284239079495797,-1.2269393909596942
CR02363,2025,F,Heated,Control,EXPCON,3.6,11.9,13.6,16.5,1.3833333333333335,0.4249999999999998,1,14.393813345261716,1,-0.6884622210654885,-1.34265603465283,-1.2269393909596942
CR02363,2025,F,Heated,Control,EXPCON,2.9,12,14.3,16.6,1.5166666666666666,0.5750000000000002,1.1400000000000001,14.885294376403015,1,-0.6884622210654885,-1.34265603465283,-1.2269393909596942
CR02363,2025,F,Heated,Control,EXPCON,3.4,12.3,14.1,16.8,1.4833333333333334,0.44999999999999973,1.0699999999999998,14.201651817705029,1,-0.6884622210654885,-1.34265603465283,-1.2269393909596942
CR02363,2025,F,Heated,Control,EXPCON,3.3,13.5,15.4,17,1.7,0.4750000000000001,1.2100000000000002,15.01440343145639,1,-0.6884622210654885,-1.34265603465283,-1.2269393909596942
CR02363,2025,M,Heated,Control,EXPCON,2.8,12.3,13.7,16.6,1.5833333333333333,0.34999999999999964,1.0899999999999999,14.26073657040009,1,-0.6884622210654885,-1.34265603465283,-1.2269393909596942
DD83799,2025,M,Control,Heated,CONEXP,2.9,12.5,9.6,NA,1.5999999999999999,NA,0.6699999999999999,NA,0,-1.5446765044469342,-1.7334786748325237,-1.2122896511540995
DD83799,2025,M,Control,Heated,CONEXP,1.7,NA,NA,NA,NA,NA,NA,NA,0,-1.5446765044469342,-1.7334786748325237,NA
DD83799,2025,F,Control,Heated,CONEXP,2.2,9.2,NA,NA,1.1666666666666665,NA,NA,NA,0,-1.5446765044469342,-1.7334786748325237,NA
DD83799,2025,F,Control,Heated,CONEXP,2.8,12.9,NA,NA,1.6833333333333336,NA,NA,NA,0,-1.5446765044469342,-1.7334786748325237,NA
CR02381,2025,F,Control,Control,CONCON,4.4,14.4,14.1,17.1,1.6666666666666667,-0.07500000000000018,0.97,13.527031658229568,1,-2.40089078782838,-0.8024436771076908,-0.6844336218232994
CR02381,2025,F,Control,Control,CONCON,3.4,13.3,13.5,16.8,1.6500000000000001,0.04999999999999982,1.01,13.597326208440986,1,-2.40089078782838,-0.8024436771076908,-0.6844336218232994
CR02381,2025,F,Control,Control,CONCON,3.6,13.5,14.2,17.1,1.6500000000000001,0.17499999999999982,1.06,13.622968052968783,1,-2.40089078782838,-0.8024436771076908,-0.6844336218232994
CR02078,2025,F,Control,Heated,CONEXP,3.5,13.9,15.8,17.1,1.7333333333333334,0.4750000000000001,1.23,15.157950368796254,1,1.0239663456974026,-1.2005572228204462,-1.328255293783015
CR02078,2025,F,Control,Heated,CONEXP,2.9,13.2,14.1,17,1.7166666666666666,0.2250000000000001,1.1199999999999999,13.746953791138642,1,1.0239663456974026,-1.2005572228204462,-1.328255293783015
CR02078,2025,F,Control,Heated,CONEXP,2.9,13,14.1,17,1.6833333333333333,0.2749999999999999,1.1199999999999999,13.746953791138642,1,1.0239663456974026,-1.2005572228204462,-1.328255293783015
CR02078,2025,M,Control,Heated,CONEXP,2.9,12.8,14.3,17.5,1.6500000000000001,0.375,1.1400000000000001,12.873815126318382,1,1.0239663456974026,-1.2005572228204462,-1.328255293783015
CR02078,2025,F,Control,Heated,CONEXP,2.5,12.8,14.7,16.5,1.7166666666666668,0.47499999999999964,1.22,15.558018836422589,1,1.0239663456974026,-1.2005572228204462,-1.328255293783015
CR02078,2025,F,Control,Heated,CONEXP,2.6,12.9,14.1,16.8,1.7166666666666668,0.2999999999999998,1.15,14.201651817705029,1,1.0239663456974026,-1.2005572228204462,-1.328255293783015
CR02078,2025,F,Control,Heated,CONEXP,2.4,12.5,14,16.5,1.6833333333333333,0.375,1.16,14.817160796592942,1,1.0239663456974026,-1.2005572228204462,-1.328255293783015
DD83109,2025,F,Control,Control,CONCON,2.8,11.7,13.8,17.7,1.4833333333333332,0.5250000000000004,1.1,12.041484336490393,1,0.1677520623159571,-1.3503175865059236,-1.2930285967679778
DD83109,2025,F,Control,Control,CONCON,3,12.2,14.1,17.9,1.5333333333333332,0.4750000000000001,1.1099999999999999,11.928950534738929,1,0.1677520623159571,-1.3503175865059236,-1.2930285967679778
DD83109,2025,F,Control,Control,CONCON,3,12.7,14.3,17.5,1.6166666666666665,0.40000000000000036,1.1300000000000001,12.873815126318382,1,0.1677520623159571,-1.3503175865059236,-1.2930285967679778
DD83109,2025,M,Control,Control,CONCON,3.5,12.8,13.3,17.4,1.55,0.125,0.9800000000000001,12.16371645347784,1,0.1677520623159571,-1.3503175865059236,-1.2930285967679778
DD83109,2025,M,Control,Control,CONCON,1.6,8.6,13.7,16.3,1.1666666666666667,1.275,1.21,14.994113341255547,1,0.1677520623159571,-1.3503175865059236,-1.2930285967679778
DC57561,2025,M,Heated,Control,EXPCON,2.9,12.7,14.5,17.6,1.633333333333333,0.4500000000000002,1.16,12.85093748292044,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
DC57561,2025,F,Heated,Control,EXPCON,3.4,13.1,14.7,17.7,1.6166666666666665,0.3999999999999999,1.13,12.826798532348462,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
DC57561,2025,F,Heated,Control,EXPCON,3.3,13.5,15.3,17.1,1.7,0.4500000000000002,1.2,14.67826839510017,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
DC57561,2025,F,Heated,Control,EXPCON,3.2,12.9,14.6,18,1.6166666666666665,0.4249999999999998,1.14,12.16418986200318,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
DC57561,2025,F,Heated,Control,EXPCON,3,11.5,13.3,17.5,1.4166666666666667,0.4500000000000002,1.03,11.973548334268145,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
DC57561,2025,M,Heated,Control,EXPCON,3.3,12.3,14.3,17.5,1.5,0.5,1.1,12.873815126318382,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
DC57561,2025,F,Heated,Control,EXPCON,3.1,12.8,14.2,18.1,1.616666666666667,0.34999999999999964,1.1099999999999999,11.652060897624743,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
DD81807,2025,M,Control,Control,CONCON,2.8,13.8,15.3,16.9,1.8333333333333333,0.375,1.25,15.160868434788187,1,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
DD81807,2025,F,Control,Control,CONCON,2.9,13.8,14.7,16.8,1.8166666666666667,0.22499999999999964,1.18,14.805977426969074,1,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
DD81807,2025,F,Control,Control,CONCON,3.2,13.2,13.7,16.7,1.6666666666666667,0.125,1.05,14.027159220815596,1,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
DD81807,2025,F,Control,Control,CONCON,3.1,13.2,14.5,17.8,1.6833333333333333,0.3250000000000002,1.1400000000000001,12.45779525025179,1,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
DD81807,2025,F,Control,Control,CONCON,3.5,13.7,14.7,17.4,1.7,0.25,1.1199999999999999,13.444107659107084,1,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
DD81807,2025,F,Control,Control,CONCON,3.7,13.3,14.3,17,1.6000000000000003,0.25,1.06,13.94194604349522,1,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
DD81807,2025,F,Control,Control,CONCON,2.1,11.8,14.2,17.6,1.616666666666667,0.5999999999999996,1.21,12.585056017756568,1,1.0239663456974026,-1.2902695043812906,-1.2930285967679778
CR02080,2025,F,Heated,Control,EXPCON,3.3,13.6,15.1,17.9,1.7166666666666668,0.375,1.1800000000000002,12.77497539535871,1,0.1677520623159571,-1.34265603465283,-1.2269393909596942
CR02080,2025,F,Heated,Control,EXPCON,2.5,NA,NA,NA,NA,NA,NA,NA,0,0.1677520623159571,-1.34265603465283,NA
CR02080,2025,F,Heated,Control,EXPCON,2.6,13.2,14.9,17.3,1.7666666666666666,0.42500000000000027,1.23,13.844707187340857,1,0.1677520623159571,-1.34265603465283,-1.2269393909596942
CR02080,2025,F,Heated,Control,EXPCON,2.7,13.5,14.4,17.5,1.8,0.2250000000000001,1.17,12.963841805523405,1,0.1677520623159571,-1.34265603465283,-1.2269393909596942
CR02080,2025,M,Heated,Control,EXPCON,1.7,10.8,14.3,17.2,1.5166666666666668,0.875,1.2600000000000002,13.500700548562806,1,0.1677520623159571,-1.34265603465283,-1.2269393909596942
CR02375,2025,M,Heated,Heated,EXPEXP,2.3,12,15,16.9,1.6166666666666665,0.75,1.27,14.8635965046943,1,0.1677520623159571,-1.1854206385572854,-1.2462401670392236
CR02375,2025,F,Heated,Heated,EXPEXP,2.9,11.9,15.6,18,1.5,0.9249999999999998,1.27,12.997353551181481,1,0.1677520623159571,-1.1854206385572854,-1.2462401670392236
CR02375,2025,M,Heated,Heated,EXPEXP,2.4,11.9,14.9,17.2,1.5833333333333333,0.75,1.25,14.067163508642363,1,0.1677520623159571,-1.1854206385572854,-1.2462401670392236
CR02375,2025,F,Heated,Heated,EXPEXP,2.7,11.8,14.7,17.5,1.5166666666666668,0.7249999999999996,1.2,13.233921843138475,1,0.1677520623159571,-1.1854206385572854,-1.2462401670392236
CR02375,2025,M,Heated,Heated,EXPEXP,2.1,12.4,15.6,17.3,1.7166666666666668,0.7999999999999998,1.35,14.49512967265217,1,0.1677520623159571,-1.1854206385572854,-1.2462401670392236
CR02375,2025,F,Heated,Heated,EXPEXP,2.7,12.1,15,17.6,1.5666666666666664,0.7250000000000001,1.23,13.294073258193558,1,0.1677520623159571,-1.1854206385572854,-1.2462401670392236
CR02084,2025,F,Heated,Heated,EXPEXP,3.7,13.4,15.2,16.9,1.6166666666666665,0.44999999999999973,1.15,15.061777791423555,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR02084,2025,F,Heated,Heated,EXPEXP,3.7,13.7,16.3,17.3,1.6666666666666667,0.6500000000000004,1.2600000000000002,15.145552157963488,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR02084,2025,M,Heated,Heated,EXPEXP,3.2,13.3,14.8,17.3,1.6833333333333336,0.375,1.1600000000000001,13.75178968943924,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR02084,2025,M,Heated,Heated,EXPEXP,2.7,13.4,16.1,17.5,1.7833333333333332,0.6750000000000003,1.3400000000000003,14.494295352008807,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR02084,2025,F,Heated,Heated,EXPEXP,3.7,14.4,16,17,1.7833333333333332,0.3999999999999999,1.23,15.59938018852612,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR02084,2025,F,Heated,Heated,EXPEXP,3.2,13,14.9,18.2,1.6333333333333335,0.4750000000000001,1.17,12.042625706825557,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR02084,2025,F,Heated,Heated,EXPEXP,2.9,13,14.8,17.2,1.6833333333333333,0.4500000000000002,1.19,13.97275301529577,1,1.0239663456974026,-1.2499081361104023,-1.328255293783015
CR04178,2025,M,Heated,Control,EXPCON,4.2,14.4,14.9,17.1,1.7,0.125,1.0699999999999998,14.294522816143303,1,0.1677520623159571,-0.5532445066956861,-0.6844336218232994
CR04178,2025,F,Heated,Control,EXPCON,3.8,12,13.4,17.4,1.3666666666666665,0.3500000000000001,0.9600000000000002,12.255172968165644,1,0.1677520623159571,-0.5532445066956861,-0.6844336218232994
CR04178,2025,F,Heated,Control,EXPCON,4,13.4,14.1,17.3,1.5666666666666667,0.17499999999999982,1.01,13.101367204127925,1,0.1677520623159571,-0.5532445066956861,-0.6844336218232994
CR04178,2025,M,Heated,Control,EXPCON,3.3,12.9,14.5,16.7,1.6000000000000003,0.3999999999999999,1.1199999999999999,14.84626340889242,1,0.1677520623159571,-0.5532445066956861,-0.6844336218232994
CR04178,2025,F,Heated,Control,EXPCON,2.1,11.6,14.5,17.4,1.5833333333333333,0.7250000000000001,1.24,13.261194629731479,1,0.1677520623159571,-0.5532445066956861,-0.6844336218232994
CR04178,2025,M,Heated,Control,EXPCON,2.3,11.1,12.9,16.5,1.4666666666666668,0.4500000000000002,1.06,13.65295530543207,1,0.1677520623159571,-0.5532445066956861,-0.6844336218232994
