candidate_model,Model,AIC,AIC_wt,AICc,AICc_wt,BIC,BIC_wt,R2_conditional,R2_marginal,ICC,RMSE,Sigma,response,response_label,n_observations
..1,glmmTMB,-526.6635779726658,0.7095973615877802,-526.4715779726658,0.7145507070698275,-489.6075637535008,0.9611876154122175,0.7885986478477108,0.04001117317968092,0.7797876951833971,0.11534684089699591,0.12777330069011603,Early.g,Early growth,759
..2,glmmTMB,-524.8767192837273,0.29040263841221986,-524.636398856491,0.28544929293017246,-483.1887032871666,0.03881238458778241,0.7885075804406942,0.0407451794597701,0.7795242567139792,0.11534436165301111,0.12776952903658753,Early.g,Early growth,759
