candidate_model,Model,AIC,AIC_wt,AICc,AICc_wt,BIC,BIC_wt,R2_conditional,R2_marginal,ICC,RMSE,Sigma,response,response_label,n_observations
..1,glmmTMB,2249.8755812345216,0.37255876268154847,2250.0898669488074,0.37888819754788045,2286.064079683718,0.8507538534549406,0.5805452920029656,0.021624449674644552,0.57127433544558,0.9264948028546127,1.020172969479427,D12_SMI,Day-12 scaled mass index,681
..2,glmmTMB,2248.8330707477817,0.6274412373184516,2249.101327081612,0.6211118024521196,2289.5451315031273,0.14924614654505938,0.5794477020127445,0.0344129863100274,0.5644594510647748,0.9271499424801704,1.0204273596056315,D12_SMI,Day-12 scaled mass index,681
