candidate_model,Model,AIC,AIC_wt,AICc,AICc_wt,BIC,BIC_wt,R2_conditional,R2_marginal,RMSE,Sigma,response,response_label,n_observations
..1,glmmTMB,2091.498593796852,0.4973546478529724,2091.7109831773832,0.5040407223090643,2127.757268134631,0.9051312530376668,NA,0.031880773505900434,0.7627142153779741,0.8474455632124568,D12_MASS,Day-12 body mass,687
..2,glmmTMB,2091.4774307822127,0.5026453521470277,2091.743309659613,0.49595927769093573,2132.268439412214,0.0948687469623331,NA,0.06416043177844065,0.7627925402432487,0.8473967940409838,D12_MASS,Day-12 body mass,687
