candidate_model,Model,AIC,AIC_wt,AICc,AICc_wt,BIC,BIC_wt,R2_conditional,R2_marginal,ICC,RMSE,Sigma,response,response_label,n_observations
..1,glmmTMB,1090.3372289597926,0.7294392235513183,1090.5518340268566,0.7347397863338229,1126.5139713451538,0.9627745174246216,0.633243582028791,0.01868367153965288,0.6262607608429,0.38999581882518924,0.43029058950587584,D12_RTARS,Day-12 tarsus length,680
..2,glmmTMB,1092.3207875539722,0.27056077644868176,1092.58944427039,0.26526021366617714,1133.0196227375036,0.03722548257537837,0.6332359453453368,0.018762388050383067,0.6262229961548852,0.39000309442140124,0.43029646993001314,D12_RTARS,Day-12 tarsus length,680
