candidate_model,Model,AIC,AIC_wt,AICc,AICc_wt,BIC,BIC_wt,R2_conditional,R2_marginal,ICC,RMSE,Sigma,response,response_label,n_observations
..1,glmmTMB,-1017.3705008538873,0.6506909651596934,-1017.1513227716955,0.6569392234399973,-981.3601834895642,0.9464814292659334,0.7455034646659557,0.01108702425568132,0.7426502214287419,0.07613256809533919,0.0847411774345626,Growth,Whole-period growth,666
..2,glmmTMB,-1016.1263452447588,0.34930903484030656,-1015.8519550008564,0.3430607765600027,-975.6147382098953,0.05351857073406659,0.7453618260110786,0.014851615073509622,0.7415230254801444,0.07612846353224066,0.08473294741487344,Growth,Whole-period growth,666
