candidate_model,Model,AIC,AIC_wt,AICc,AICc_wt,BIC,BIC_wt,R2_conditional,R2_marginal,ICC,RMSE,Sigma,response,response_label,n_observations
..1,glmmTMB,118.68026032914577,0.7282525997001283,118.89582919142121,0.7335918165386098,154.82163051244396,0.9624789700669016,0.6652760594103706,0.004399175186978842,0.6637970437072587,0.18815060300984784,0.2080488045188137,Late.g,Late growth,677
..2,glmmTMB,120.65181034151016,0.2717474002998717,120.92167540897643,0.26640818346139017,161.31085179772063,0.03752102993309826,0.665432120288323,0.004521814609586431,0.6639123944434162,0.18814686235001454,0.20804435119611472,Late.g,Late growth,677
