response,response_label,model_name,selected_model,term,estimate,std_error,statistic,p_value
D12_SMI,Day-12 scaled mass index,gaussian_scale,FALSE,SEXM,0.26213539073997233,0.087950786853568,2.9804780618553157,0.002877988516232608
D12_SMI,Day-12 scaled mass index,gaussian_scale,FALSE,BS_sc,-0.1780083362072978,0.1045878454850981,-1.7019983094752709,0.08875568517236672
D12_SMI,Day-12 scaled mass index,student_mean,FALSE,(Intercept),13.774184647415183,0.2212914489052066,62.24454092356526,0
D12_SMI,Day-12 scaled mass index,student_mean,FALSE,EXP.INCHeated,0.06143180843927572,0.21132122732615258,0.29070344336237475,0.7712781378627931
D12_SMI,Day-12 scaled mass index,student_mean,FALSE,incubation_temperature_sc,0.019005372852848233,0.16243764992110762,0.11700103308610241,0.9068592348210226
D12_SMI,Day-12 scaled mass index,student_mean,FALSE,EXP.NESTHeated,0.1256192234837104,0.211370335957731,0.5943086711506729,0.5523056800721907
D12_SMI,Day-12 scaled mass index,student_mean,FALSE,nestling_temperature_sc,0.02530482185790145,0.285360791529907,0.0886765898084124,0.9293389378522307
D12_SMI,Day-12 scaled mass index,student_mean,FALSE,SEXM,0.27842953239303014,0.08630247834122122,3.226205524390393,0.0012544324314775193
D12_SMI,Day-12 scaled mass index,student_mean,FALSE,BS_sc,-0.17388902972691833,0.10369398758417514,-1.6769441872004518,0.0935533963684637
D12_SMI,Day-12 scaled mass index,student_scale,FALSE,(Intercept),13.777387432391485,0.22019328879410507,62.5695156643681,0
D12_SMI,Day-12 scaled mass index,student_scale,FALSE,EXP.INCHeated,0.06552763872587584,0.21155571841187396,0.3097417513352264,0.756757350111882
D12_SMI,Day-12 scaled mass index,student_scale,FALSE,incubation_temperature_sc,0.01876090087787527,0.1602938020736187,0.11704071296068505,0.9068277908952087
D12_SMI,Day-12 scaled mass index,student_scale,FALSE,EXP.NESTHeated,0.12362109773468255,0.21162184017722943,0.5841603949344365,0.5591124046958578
D12_SMI,Day-12 scaled mass index,student_scale,FALSE,nestling_temperature_sc,0.031178126048626846,0.2799534431831044,0.11136896797598841,0.9113237669177692
D12_SMI,Day-12 scaled mass index,student_scale,FALSE,SEXM,0.2729911496915013,0.08688551954901608,3.1419637139592007,0.0016781883241441136
D12_SMI,Day-12 scaled mass index,student_scale,FALSE,BS_sc,-0.17323328567846216,0.10380582187061119,-1.6688205204365982,0.09515295467407164
D12_RTARS,Day-12 tarsus length,gaussian_mean,TRUE,(Intercept),16.88284469384888,0.08470103033494636,199.32277833087085,0
D12_RTARS,Day-12 tarsus length,gaussian_mean,TRUE,EXP.INCHeated,-0.15542569894975808,0.09419231059448559,-1.650089035599657,0.09892472696712612
D12_RTARS,Day-12 tarsus length,gaussian_mean,TRUE,incubation_temperature_sc,-0.13622791800647488,0.05184422289597144,-2.62763930862315,0.008597962852315517
D12_RTARS,Day-12 tarsus length,gaussian_mean,TRUE,EXP.NESTHeated,0.042305511154686365,0.09417287999352329,0.4492324240014313,0.653263999804654
D12_RTARS,Day-12 tarsus length,gaussian_mean,TRUE,nestling_temperature_sc,-0.18121591567093315,0.05007013022389736,-3.6192419484549854,2.954672878738475e-4
D12_RTARS,Day-12 tarsus length,gaussian_mean,TRUE,SEXM,-0.04890420586766944,0.036874079345198645,-1.3262488646794441,0.1847572784682053
D12_RTARS,Day-12 tarsus length,gaussian_mean,TRUE,BS_sc,0.044766036129830246,0.045316901176859686,0.9878441589622476,0.32322897698251735
D12_RTARS,Day-12 tarsus length,gaussian_scale,FALSE,(Intercept),16.888902567523214,0.0835844675395565,202.05790698529614,0
D12_RTARS,Day-12 tarsus length,gaussian_scale,FALSE,EXP.INCHeated,-0.1546030100982783,0.09368985114434039,-1.6501574952882987,0.0989107277649976
