response,response_label,model_name,model_family,dispersion_formula,AIC,delta_AIC,selected_model
D2_MASS,Day-2 body mass,student_mean,Student-t,~ 1,1626.6982495322334,0,FALSE
D2_MASS,Day-2 body mass,student_scale,Student-t,~EXP.INC,1627.9555087742945,1.2572592420610817,FALSE
D2_MASS,Day-2 body mass,gaussian_mean,Gaussian,~ 1,1631.8630862888856,5.164836756652221,TRUE
D2_MASS,Day-2 body mass,gaussian_scale,Gaussian,~EXP.INC,1632.859618776775,6.161369244541675,FALSE
