response,response_label,model_name,model_family,dispersion_formula,AIC,delta_AIC,selected_model
D8_MASS,Day-8 body mass,student_scale,Student-t,~EXP.INC + EXP.NEST,2605.573885230765,0,FALSE
D8_MASS,Day-8 body mass,gaussian_mean,Gaussian,~ 1,2698.6031954292785,93.02931019851349,TRUE
D8_MASS,Day-8 body mass,gaussian_scale,Gaussian,~EXP.INC + EXP.NEST,2699.814426392496,94.24054116173102,FALSE
D8_MASS,Day-8 body mass,student_mean,Student-t,~ 1,NA,NA,FALSE
