response,response_label,Term,VIF,VIF_CI_low,VIF_CI_high,SE_factor,Tolerance,Tolerance_CI_low,Tolerance_CI_high
D12_RTARS,Day-12 tarsus length,EXP.INC,1.010331695945118,1.0000069803810188,16.29199349087558,1.0051525734658984,0.9897739564277915,0.061379842838757304,0.9999930196677066
D12_RTARS,Day-12 tarsus length,EXP.NEST,1.0062173174568525,1.0000000369664837,1046.677934990499,1.003103841811431,0.9938210987338537,9.554037269440263e-4,0.9999999630335177
D12_RTARS,Day-12 tarsus length,incubation_temperature_sc,2.6840700679050693,2.390341696797885,3.0398525054277146,1.6383131776022157,0.3725685152401797,0.32896332904786696,0.41835023057147247
D12_RTARS,Day-12 tarsus length,nestling_temperature_sc,2.6254118960309354,2.339791239063322,2.9719220089884586,1.6203122834907273,0.3808926140358347,0.3364825849990478,0.42738855642536955
D12_RTARS,Day-12 tarsus length,SEX,1.0039703512412483,1.0000000000283067,556889.0865495295,1.0019832090615333,0.9960453501078597,1.7956897058191146e-6,0.9999999999716933
D12_RTARS,Day-12 tarsus length,BS_sc,1.2109733590251968,1.1282135116165544,1.3471534135301515,1.1004423469792486,0.8257819980490528,0.7423059541374337,0.8863570500650676
D12_RTARS,Day-12 tarsus length,incubation_temperature_sc:nestling_temperature_sc,4.147154193531858,3.651784981818577,4.735061321251119,2.0364562832361166,0.2411292065194147,0.21119050676534334,0.27383868573280656
D12_SURV,Day-12 survival,EXP.INC,1.0096414816079295,1.0000082795383638,12.22745780166508,1.0048091767136333,0.9904505888639057,0.08178314873135972,0.9999917205301865
D12_SURV,Day-12 survival,EXP.NEST,1.0182880621044268,1.0004152143088203,1.8054953994374212,1.0091026023672849,0.9820403844599415,0.5538646070832374,0.9995849580225474
D12_SURV,Day-12 survival,incubation_temperature_sc,1.315654429092011,1.2235241964453507,1.4457580887882255,1.1470198032693293,0.7600780097629,0.6916786478698926,0.8173111761134391
D12_SURV,Day-12 survival,nestling_temperature_sc,1.136771409537757,1.0734405933784643,1.2547149690164443,1.0661948271951787,0.8796843337277702,0.7969937592949,0.9315839238505755
D12_SURV,Day-12 survival,SEX,1.0069035449700414,1.000000380113611,126.38075922135499,1.0034458355935518,0.9931437872033246,0.00791259687124135,0.9999996198865334
D12_SURV,Day-12 survival,BS_sc,1.1005958870403099,1.0453173016087758,1.2233039508130619,1.0490928877083812,0.9085987070959993,0.8174583261464625,0.9566473246553644
D12_SURV,Day-12 survival,incubation_temperature_sc:nestling_temperature_sc,1.2535038160145022,1.1704397407981955,1.3770492986726899,1.1195998463801708,0.7977638258649151,0.7261904137810316,0.8543797387792369
