candidate_model,Model,AIC,AIC_wt,AICc,AICc_wt,BIC,BIC_wt,R2_conditional,R2_marginal,RMSE,Sigma,Log_loss,Score_log,Score_spherical,response,response_label,n_observations
surv_additive,glmmTMB,481.3857820959839,0.6455792191457874,481.60264956586343,0.651109412728847,523.9863991225202,0.9510312238081181,NA,0.6909259126117255,0.2111433851932329,1,0.1422270789435879,-Inf,0.0031226110180123845,D12_SURV,Day-12 survival,840
surv_interaction,glmmTMB,482.58510824452014,0.3544207808542126,482.8504882203947,0.34889058727115296,529.9191271628937,0.04896877619188192,NA,0.6793041400759736,0.21026238888438878,1,0.1411000453695795,-Inf,0.00259719550409483,D12_SURV,Day-12 survival,840
