candidate_model,Model,AIC,AIC_wt,AICc,AICc_wt,BIC,BIC_wt,R2_conditional,R2_marginal,RMSE,Sigma,response,response_label,n_observations
..1,glmmTMB,-1025.096002627563,0.11040960656193109,-1024.7601247649675,0.1137830673962886,-980.083105922159,0.540928430591043,NA,0.2627928390868856,0.07623557812895125,0.08478302847000814,Growth,Whole-period growth,666
..2,glmmTMB,-1029.269130584919,0.889590393438069,-1028.8654608601482,0.8862169326037115,-979.7549442089746,0.459071569408957,NA,0.31032171673581244,0.0761954559982706,0.08470420685272245,Growth,Whole-period growth,666
