candidate_model,Model,AIC,AIC_wt,AICc,AICc_wt,BIC,BIC_wt,R2_conditional,R2_marginal,RMSE,Sigma,response,response_label,n_observations
..1,glmmTMB,2094.6114474289234,0.12581182753886058,2094.9359312047345,0.12945655331110856,2139.9638601390598,0.5815433801119171,NA,0.14095330727036828,0.7647140827490098,0.8488036957904149,D12_MASS,Day-12 body mass,689
..2,glmmTMB,2090.73443084024,0.8741881724611394,2091.1243865270935,0.8705434466888915,2140.62208482139,0.41845661988808297,NA,0.1952980066848881,0.7644392641445418,0.8481424366613355,D12_MASS,Day-12 body mass,689
