candidate_model,Model,AIC,AIC_wt,AICc,AICc_wt,BIC,BIC_wt,R2_conditional,R2_marginal,RMSE,Sigma,response,response_label,n_observations
..1,glmmTMB,1086.6718976082698,0.6013046228152894,1087.0007466366703,0.609231802075511,1131.8928255899714,0.9353510715243819,NA,0.26594631534421803,0.3897083223280091,0.4298416213437238,D12_RTARS,Day-12 tarsus length,680
..2,glmmTMB,1087.4937056211731,0.39869537718471065,1087.8889152020115,0.39076819792448897,1137.2367264010447,0.06464892847561808,NA,0.27749384786681003,0.3900430058630405,0.43010406603701495,D12_RTARS,Day-12 tarsus length,680
