candidate_model,Model,AIC,AIC_wt,AICc,AICc_wt,BIC,BIC_wt,R2_conditional,R2_marginal,ICC,RMSE,Sigma,response,response_label,n_observations
..1,glmmTMB,116.73021491707391,0.39701585508431064,117.06054524740424,0.40502186343953167,161.90692764619666,0.8630575902573063,0.698381316665672,0.1300031893676446,0.653310587293881,0.18831195593725875,0.20808181217631555,Late.g,Late growth,677
..2,glmmTMB,115.89438554591482,0.6029841449156893,116.29137802711783,0.5949781365604684,165.58876954794982,0.13694240974269364,0.6651926371403192,0.11224315738201016,0.6228614111581096,0.1882892664213179,0.20806594348580565,Late.g,Late growth,677
